TWEET_ID,TYPE,SENTIMENT,DATE
9.5029E+17,interdisciplinary,neutral,08-01-18 8:54
9.50288E+17,interdisciplinary,positive,08-01-18 8:47
9.50283E+17,interdisciplinary,neutral,08-01-18 8:30
9.50282E+17,interdisciplinary,positive,08-01-18 8:22
9.50275E+17,interdisciplinary,neutral,08-01-18 7:55
9.5027E+17,interdisciplinary,neutral,08-01-18 7:37
9.50268E+17,interdisciplinary,neutral,08-01-18 7:28
9.5026E+17,interdisciplinary,negative,08-01-18 6:56
9.50259E+17,interdisciplinary,neutral,08-01-18 6:52
9.50256E+17,interdisciplinary,positive,08-01-18 6:40
9.50226E+17,interdisciplinary,negative,08-01-18 4:40
9.50208E+17,interdisciplinary,neutral,08-01-18 3:31
9.50191E+17,interdisciplinary,positive,08-01-18 2:22
9.50186E+17,interdisciplinary,positive,08-01-18 2:01
9.50175E+17,interdisciplinary,neutral,08-01-18 1:19
9.50174E+17,interdisciplinary,positive,08-01-18 1:13
9.5017E+17,interdisciplinary,neutral,08-01-18 1:00
9.50165E+17,interdisciplinary,neutral,08-01-18 0:40
9.5016E+17,interdisciplinary,positive,08-01-18 0:19
9.50158E+17,interdisciplinary,neutral,08-01-18 0:11
9.50157E+17,interdisciplinary,neutral,08-01-18 0:07
9.1053E+17,interdisciplinary,neutral,20-09-17 15:43
9.10529E+17,interdisciplinary,positive,20-09-17 15:38
9.10526E+17,interdisciplinary,neutral,20-09-17 15:29
9.10526E+17,interdisciplinary,positive,20-09-17 15:28
9.10524E+17,interdisciplinary,positive,20-09-17 15:20
9.1052E+17,interdisciplinary,neutral,20-09-17 15:02
9.10519E+17,interdisciplinary,positive,20-09-17 15:01
9.10519E+17,interdisciplinary,neutral,20-09-17 15:00
9.10518E+17,interdisciplinary,neutral,20-09-17 14:54
9.10517E+17,interdisciplinary,neutral,20-09-17 14:54
9.10517E+17,interdisciplinary,positive,20-09-17 14:53
9.10517E+17,interdisciplinary,positive,20-09-17 14:51
9.10515E+17,interdisciplinary,neutral,20-09-17 14:46
9.10514E+17,interdisciplinary,neutral,20-09-17 14:38
9.10512E+17,interdisciplinary,positive,20-09-17 14:34
9.1051E+17,interdisciplinary,neutral,20-09-17 14:25
9.1051E+17,interdisciplinary,neutral,20-09-17 14:24
9.10509E+17,interdisciplinary,neutral,20-09-17 14:21
9.10509E+17,interdisciplinary,neutral,20-09-17 14:19
9.10507E+17,interdisciplinary,neutral,20-09-17 14:13
9.10505E+17,interdisciplinary,neutral,20-09-17 14:05
9.10504E+17,interdisciplinary,positive,20-09-17 14:00
9.10503E+17,interdisciplinary,neutral,20-09-17 13:55
9.10502E+17,interdisciplinary,positive,20-09-17 13:53
9.10501E+17,interdisciplinary,positive,20-09-17 13:47
9.10499E+17,interdisciplinary,positive,20-09-17 13:39
9.10498E+17,interdisciplinary,neutral,20-09-17 13:38
9.10498E+17,interdisciplinary,neutral,20-09-17 13:38
9.10498E+17,interdisciplinary,neutral,20-09-17 13:38
9.10498E+17,interdisciplinary,positive,20-09-17 13:38
9.1049E+17,interdisciplinary,positive,20-09-17 13:05
9.10487E+17,interdisciplinary,neutral,20-09-17 12:54
9.10483E+17,interdisciplinary,neutral,20-09-17 12:35
9.10482E+17,interdisciplinary,neutral,20-09-17 12:34
9.10481E+17,interdisciplinary,positive,20-09-17 12:30
9.10479E+17,interdisciplinary,neutral,20-09-17 12:21
9.10475E+17,interdisciplinary,neutral,20-09-17 12:04
9.10474E+17,interdisciplinary,positive,20-09-17 12:02
9.10473E+17,interdisciplinary,neutral,20-09-17 11:59
9.10472E+17,interdisciplinary,neutral,20-09-17 11:53
9.10471E+17,interdisciplinary,neutral,20-09-17 11:47
9.10469E+17,interdisciplinary,neutral,20-09-17 11:40
9.10467E+17,interdisciplinary,neutral,20-09-17 11:34
9.10463E+17,interdisciplinary,neutral,20-09-17 11:17
9.10462E+17,interdisciplinary,positive,20-09-17 11:15
9.10462E+17,interdisciplinary,neutral,20-09-17 11:13
9.10461E+17,interdisciplinary,neutral,20-09-17 11:10
9.10456E+17,interdisciplinary,positive,20-09-17 10:49
9.10456E+17,interdisciplinary,neutral,20-09-17 10:49
9.10451E+17,interdisciplinary,neutral,20-09-17 10:30
9.10445E+17,interdisciplinary,positive,20-09-17 10:05
9.10443E+17,interdisciplinary,neutral,20-09-17 10:00
9.10443E+17,interdisciplinary,positive,20-09-17 9:56
9.1044E+17,interdisciplinary,neutral,20-09-17 9:48
9.10439E+17,interdisciplinary,positive,20-09-17 9:40
9.10438E+17,interdisciplinary,neutral,20-09-17 9:40
9.10437E+17,interdisciplinary,neutral,20-09-17 9:36
9.10437E+17,interdisciplinary,positive,20-09-17 9:36
9.10429E+17,interdisciplinary,neutral,20-09-17 9:01
9.10428E+17,interdisciplinary,neutral,20-09-17 8:59
9.10428E+17,interdisciplinary,neutral,20-09-17 8:56
9.10427E+17,interdisciplinary,neutral,20-09-17 8:54
9.10427E+17,interdisciplinary,neutral,20-09-17 8:53
9.10426E+17,interdisciplinary,neutral,20-09-17 8:51
9.10425E+17,interdisciplinary,neutral,20-09-17 8:48
9.10424E+17,interdisciplinary,negative,20-09-17 8:44
9.10424E+17,interdisciplinary,neutral,20-09-17 8:43
9.10423E+17,interdisciplinary,neutral,20-09-17 8:39
9.10422E+17,interdisciplinary,neutral,20-09-17 8:36
9.10422E+17,interdisciplinary,neutral,20-09-17 8:33
9.10421E+17,interdisciplinary,neutral,20-09-17 8:29
9.10415E+17,interdisciplinary,positive,20-09-17 8:07
9.10413E+17,interdisciplinary,neutral,20-09-17 7:57
9.10401E+17,interdisciplinary,neutral,20-09-17 7:12
9.10401E+17,interdisciplinary,positive,20-09-17 7:10
9.10399E+17,interdisciplinary,positive,20-09-17 7:04
9.10392E+17,interdisciplinary,neutral,20-09-17 6:36
9.10391E+17,interdisciplinary,neutral,20-09-17 6:31
9.10389E+17,interdisciplinary,neutral,20-09-17 6:22
9.10385E+17,interdisciplinary,positive,20-09-17 6:09
9.10375E+17,interdisciplinary,neutral,20-09-17 5:28
9.10365E+17,interdisciplinary,positive,20-09-17 4:47
9.10361E+17,interdisciplinary,neutral,20-09-17 4:31
9.10352E+17,interdisciplinary,neutral,20-09-17 3:55
9.10347E+17,interdisciplinary,neutral,20-09-17 3:38
9.10341E+17,interdisciplinary,neutral,20-09-17 3:13
9.1033E+17,interdisciplinary,neutral,20-09-17 2:30
9.10329E+17,interdisciplinary,negative,20-09-17 2:24
9.10323E+17,interdisciplinary,neutral,20-09-17 2:02
9.1032E+17,interdisciplinary,neutral,20-09-17 1:50
9.10319E+17,interdisciplinary,neutral,20-09-17 1:44
9.10315E+17,interdisciplinary,positive,20-09-17 1:29
9.10314E+17,interdisciplinary,neutral,20-09-17 1:27
9.1031E+17,interdisciplinary,positive,20-09-17 1:08
9.10302E+17,interdisciplinary,positive,20-09-17 0:37
9.103E+17,interdisciplinary,neutral,20-09-17 0:32
9.10297E+17,interdisciplinary,neutral,20-09-17 0:17
9.10294E+17,interdisciplinary,neutral,20-09-17 0:06
9.10292E+17,interdisciplinary,neutral,20-09-17 0:00
9.10285E+17,interdisciplinary,neutral,19-09-17 23:28
9.10277E+17,interdisciplinary,neutral,19-09-17 23:00
9.10277E+17,interdisciplinary,neutral,19-09-17 22:56
9.10272E+17,interdisciplinary,positive,19-09-17 22:37
9.10267E+17,interdisciplinary,neutral,19-09-17 22:19
9.10267E+17,interdisciplinary,negative,19-09-17 22:18
9.10265E+17,interdisciplinary,neutral,19-09-17 22:10
9.10264E+17,interdisciplinary,neutral,19-09-17 22:06
9.10262E+17,interdisciplinary,neutral,19-09-17 22:00
9.1026E+17,interdisciplinary,positive,19-09-17 21:50
9.10258E+17,interdisciplinary,positive,19-09-17 21:45
9.10256E+17,interdisciplinary,positive,19-09-17 21:36
9.10254E+17,interdisciplinary,positive,19-09-17 21:27
9.10253E+17,interdisciplinary,neutral,19-09-17 21:22
9.10245E+17,interdisciplinary,neutral,19-09-17 20:49
9.10242E+17,interdisciplinary,neutral,19-09-17 20:40
9.10241E+17,interdisciplinary,neutral,19-09-17 20:35
9.1024E+17,interdisciplinary,positive,19-09-17 20:32
9.1024E+17,interdisciplinary,positive,19-09-17 20:32
9.10238E+17,interdisciplinary,neutral,19-09-17 20:23
9.10237E+17,interdisciplinary,neutral,19-09-17 20:20
9.10235E+17,interdisciplinary,positive,19-09-17 20:12
9.10235E+17,interdisciplinary,neutral,19-09-17 20:10
9.10235E+17,interdisciplinary,positive,19-09-17 20:10
9.10232E+17,interdisciplinary,neutral,19-09-17 20:00
9.10231E+17,interdisciplinary,positive,19-09-17 19:57
9.10227E+17,interdisciplinary,neutral,19-09-17 19:41
9.10227E+17,interdisciplinary,positive,19-09-17 19:40
9.10227E+17,interdisciplinary,neutral,19-09-17 19:40
9.10223E+17,interdisciplinary,positive,19-09-17 19:23
9.10223E+17,interdisciplinary,neutral,19-09-17 19:22
9.10221E+17,interdisciplinary,neutral,19-09-17 19:15
9.1022E+17,interdisciplinary,positive,19-09-17 19:13
9.1022E+17,interdisciplinary,neutral,19-09-17 19:12
9.10217E+17,interdisciplinary,neutral,19-09-17 19:02
9.10217E+17,interdisciplinary,positive,19-09-17 19:00
9.10215E+17,interdisciplinary,neutral,19-09-17 18:54
9.10215E+17,interdisciplinary,neutral,19-09-17 18:52
9.10213E+17,interdisciplinary,neutral,19-09-17 18:45
9.10208E+17,interdisciplinary,positive,19-09-17 18:24
9.10204E+17,interdisciplinary,positive,19-09-17 18:07
9.10204E+17,interdisciplinary,positive,19-09-17 18:07
9.10199E+17,interdisciplinary,positive,19-09-17 17:48
9.10197E+17,interdisciplinary,neutral,19-09-17 17:40
9.10194E+17,interdisciplinary,positive,19-09-17 17:30
9.10194E+17,interdisciplinary,neutral,19-09-17 17:30
9.10194E+17,interdisciplinary,positive,19-09-17 17:28
9.10194E+17,interdisciplinary,neutral,19-09-17 17:28
9.10193E+17,interdisciplinary,neutral,19-09-17 17:26
9.10188E+17,interdisciplinary,positive,19-09-17 17:05
9.10188E+17,interdisciplinary,positive,19-09-17 17:05
9.10187E+17,interdisciplinary,positive,19-09-17 17:00
9.10187E+17,interdisciplinary,positive,19-09-17 17:00
9.10186E+17,interdisciplinary,positive,19-09-17 16:55
9.10185E+17,interdisciplinary,neutral,19-09-17 16:54
9.10182E+17,interdisciplinary,positive,19-09-17 16:41
9.10181E+17,interdisciplinary,neutral,19-09-17 16:36
9.10181E+17,interdisciplinary,neutral,19-09-17 16:35
9.10178E+17,interdisciplinary,positive,19-09-17 16:25
9.10176E+17,interdisciplinary,neutral,19-09-17 16:18
9.10176E+17,interdisciplinary,neutral,19-09-17 16:17
9.10173E+17,interdisciplinary,neutral,19-09-17 16:06
9.10173E+17,interdisciplinary,positive,19-09-17 16:05
9.10172E+17,interdisciplinary,positive,19-09-17 16:02
9.1017E+17,interdisciplinary,neutral,19-09-17 15:54
9.1017E+17,interdisciplinary,negative,19-09-17 15:53
9.1017E+17,interdisciplinary,positive,19-09-17 15:51
9.10169E+17,interdisciplinary,positive,19-09-17 15:51
9.10169E+17,interdisciplinary,positive,19-09-17 15:49
9.10169E+17,interdisciplinary,neutral,19-09-17 15:48
9.10168E+17,interdisciplinary,positive,19-09-17 15:46
9.10163E+17,interdisciplinary,neutral,19-09-17 15:27
9.10163E+17,interdisciplinary,positive,19-09-17 15:25
9.10161E+17,interdisciplinary,neutral,19-09-17 15:18
9.1016E+17,interdisciplinary,positive,19-09-17 15:13
9.10155E+17,interdisciplinary,neutral,19-09-17 14:55
9.10153E+17,interdisciplinary,neutral,19-09-17 14:45
9.10153E+17,interdisciplinary,positive,19-09-17 14:44
9.10152E+17,interdisciplinary,positive,19-09-17 14:43
9.1015E+17,interdisciplinary,neutral,19-09-17 14:35
9.1015E+17,interdisciplinary,neutral,19-09-17 14:34
9.10149E+17,interdisciplinary,positive,19-09-17 14:31
9.10147E+17,interdisciplinary,neutral,19-09-17 14:22
9.10147E+17,interdisciplinary,neutral,19-09-17 14:21
9.10145E+17,interdisciplinary,positive,19-09-17 14:13
9.10142E+17,interdisciplinary,positive,19-09-17 14:01
9.1014E+17,interdisciplinary,neutral,19-09-17 13:53
9.10137E+17,interdisciplinary,neutral,19-09-17 13:44
9.10137E+17,interdisciplinary,neutral,19-09-17 13:41
9.10136E+17,interdisciplinary,positive,19-09-17 13:40
9.10136E+17,interdisciplinary,positive,19-09-17 13:40
9.10134E+17,interdisciplinary,neutral,19-09-17 13:28
9.10131E+17,interdisciplinary,neutral,19-09-17 13:19
9.10131E+17,interdisciplinary,neutral,19-09-17 13:19
9.10128E+17,interdisciplinary,neutral,19-09-17 13:06
9.10127E+17,interdisciplinary,positive,19-09-17 13:02
9.10127E+17,interdisciplinary,neutral,19-09-17 13:02
9.10127E+17,interdisciplinary,neutral,19-09-17 13:01
9.10127E+17,interdisciplinary,positive,19-09-17 13:01
9.10126E+17,interdisciplinary,neutral,19-09-17 12:59
9.10123E+17,interdisciplinary,neutral,19-09-17 12:46
9.10118E+17,interdisciplinary,positive,19-09-17 12:25
9.10113E+17,interdisciplinary,positive,19-09-17 12:07
9.10113E+17,interdisciplinary,positive,19-09-17 12:06
9.10112E+17,interdisciplinary,positive,19-09-17 12:02
9.10108E+17,interdisciplinary,negative,19-09-17 11:49
9.10107E+17,interdisciplinary,positive,19-09-17 11:44
9.10105E+17,interdisciplinary,neutral,19-09-17 11:33
9.10097E+17,interdisciplinary,neutral,19-09-17 11:05
9.10092E+17,interdisciplinary,positive,19-09-17 10:41
9.10085E+17,interdisciplinary,positive,19-09-17 10:16
9.10082E+17,interdisciplinary,neutral,19-09-17 10:04
9.1008E+17,interdisciplinary,neutral,19-09-17 9:55
9.10078E+17,interdisciplinary,positive,19-09-17 9:47
9.10077E+17,interdisciplinary,neutral,19-09-17 9:42
9.10076E+17,interdisciplinary,neutral,19-09-17 9:40
9.10072E+17,interdisciplinary,positive,19-09-17 9:25
9.10069E+17,interdisciplinary,positive,19-09-17 9:11
9.10067E+17,interdisciplinary,neutral,19-09-17 9:05
9.10066E+17,interdisciplinary,neutral,19-09-17 9:00
9.10063E+17,interdisciplinary,positive,19-09-17 8:48
9.1006E+17,interdisciplinary,positive,19-09-17 8:35
9.10055E+17,interdisciplinary,neutral,19-09-17 8:16
9.10053E+17,interdisciplinary,neutral,19-09-17 8:10
9.10047E+17,interdisciplinary,positive,19-09-17 7:45
9.10045E+17,interdisciplinary,neutral,19-09-17 7:36
9.1004E+17,interdisciplinary,neutral,19-09-17 7:16
9.10037E+17,interdisciplinary,positive,19-09-17 7:06
9.10035E+17,interdisciplinary,neutral,19-09-17 6:55
9.10018E+17,interdisciplinary,positive,19-09-17 5:48
9.10004E+17,interdisciplinary,neutral,19-09-17 4:53
9.09987E+17,interdisciplinary,neutral,19-09-17 3:47
9.09981E+17,interdisciplinary,positive,19-09-17 3:21
9.0998E+17,interdisciplinary,positive,19-09-17 3:18
9.0997E+17,interdisciplinary,neutral,19-09-17 2:38
9.09961E+17,interdisciplinary,neutral,19-09-17 2:04
9.09958E+17,interdisciplinary,positive,19-09-17 1:49
9.09955E+17,interdisciplinary,neutral,19-09-17 1:39
9.0995E+17,interdisciplinary,positive,19-09-17 1:17
9.09945E+17,interdisciplinary,neutral,19-09-17 0:59
9.09943E+17,interdisciplinary,positive,19-09-17 0:53
9.09938E+17,interdisciplinary,positive,19-09-17 0:30
9.09933E+17,interdisciplinary,positive,19-09-17 0:11
9.0993E+17,interdisciplinary,neutral,18-09-17 23:58
9.09915E+17,interdisciplinary,neutral,18-09-17 23:00
9.09914E+17,interdisciplinary,negative,18-09-17 22:55
9.09912E+17,interdisciplinary,neutral,18-09-17 22:47
9.09911E+17,interdisciplinary,neutral,18-09-17 22:42
9.09906E+17,interdisciplinary,positive,18-09-17 22:25
9.09906E+17,interdisciplinary,positive,18-09-17 22:24
9.09901E+17,interdisciplinary,neutral,18-09-17 22:05
9.099E+17,interdisciplinary,neutral,18-09-17 22:02
9.099E+17,interdisciplinary,positive,18-09-17 22:00
9.57402E+17,interdisciplinary,positive,27-01-18 23:56
9.57399E+17,interdisciplinary,positive,27-01-18 23:45
9.57394E+17,interdisciplinary,positive,27-01-18 23:25
9.57386E+17,interdisciplinary,positive,27-01-18 22:53
9.57378E+17,interdisciplinary,neutral,27-01-18 22:19
9.57371E+17,interdisciplinary,positive,27-01-18 21:51
9.5737E+17,interdisciplinary,positive,27-01-18 21:49
9.5736E+17,interdisciplinary,positive,27-01-18 21:09
9.57358E+17,interdisciplinary,neutral,27-01-18 21:00
9.57356E+17,interdisciplinary,neutral,27-01-18 20:54
9.57354E+17,interdisciplinary,positive,27-01-18 20:46
9.57347E+17,interdisciplinary,positive,27-01-18 20:18
9.57344E+17,interdisciplinary,neutral,27-01-18 20:05
9.57339E+17,interdisciplinary,neutral,27-01-18 19:47
9.57336E+17,interdisciplinary,neutral,27-01-18 19:35
9.57332E+17,interdisciplinary,neutral,27-01-18 19:19
9.57328E+17,interdisciplinary,positive,27-01-18 19:04
9.57324E+17,interdisciplinary,positive,27-01-18 18:47
9.57323E+17,interdisciplinary,neutral,27-01-18 18:43
9.57315E+17,interdisciplinary,neutral,27-01-18 18:10
9.57313E+17,interdisciplinary,positive,27-01-18 18:03
9.57313E+17,interdisciplinary,neutral,27-01-18 18:01
9.57311E+17,interdisciplinary,positive,27-01-18 17:55
9.57306E+17,interdisciplinary,neutral,27-01-18 17:35
9.57306E+17,interdisciplinary,positive,27-01-18 17:33
9.57304E+17,interdisciplinary,neutral,27-01-18 17:27
9.57296E+17,interdisciplinary,neutral,27-01-18 16:56
9.57296E+17,interdisciplinary,neutral,27-01-18 16:55
9.57292E+17,interdisciplinary,neutral,27-01-18 16:39
9.57288E+17,interdisciplinary,neutral,27-01-18 16:23
9.57288E+17,interdisciplinary,neutral,27-01-18 16:23
9.57288E+17,interdisciplinary,neutral,27-01-18 16:21
9.57287E+17,interdisciplinary,neutral,27-01-18 16:19
9.57283E+17,interdisciplinary,neutral,27-01-18 16:02
9.5728E+17,interdisciplinary,neutral,27-01-18 15:50
9.57278E+17,interdisciplinary,positive,27-01-18 15:42
9.57277E+17,interdisciplinary,neutral,27-01-18 15:39
9.57276E+17,interdisciplinary,neutral,27-01-18 15:34
9.57275E+17,interdisciplinary,neutral,27-01-18 15:30
9.57273E+17,interdisciplinary,neutral,27-01-18 15:25
9.5727E+17,interdisciplinary,positive,27-01-18 15:11
9.57267E+17,interdisciplinary,neutral,27-01-18 15:00
9.57264E+17,interdisciplinary,negative,27-01-18 14:49
9.57263E+17,interdisciplinary,positive,27-01-18 14:43
9.57263E+17,interdisciplinary,positive,27-01-18 14:42
9.57259E+17,interdisciplinary,neutral,27-01-18 14:26
9.57256E+17,interdisciplinary,neutral,27-01-18 14:15
9.57251E+17,interdisciplinary,neutral,27-01-18 13:57
9.57237E+17,interdisciplinary,neutral,27-01-18 13:01
9.57235E+17,interdisciplinary,positive,27-01-18 12:54
9.57234E+17,interdisciplinary,neutral,27-01-18 12:47
9.5723E+17,interdisciplinary,neutral,27-01-18 12:34
9.57228E+17,interdisciplinary,positive,27-01-18 12:27
9.57227E+17,interdisciplinary,neutral,27-01-18 12:21
9.57226E+17,interdisciplinary,neutral,27-01-18 12:16
9.57221E+17,interdisciplinary,neutral,27-01-18 11:59
9.57214E+17,interdisciplinary,positive,27-01-18 11:30
9.57211E+17,interdisciplinary,negative,27-01-18 11:19
9.57203E+17,interdisciplinary,positive,27-01-18 10:45
9.57202E+17,interdisciplinary,positive,27-01-18 10:41
9.57198E+17,interdisciplinary,neutral,27-01-18 10:26
9.57197E+17,interdisciplinary,neutral,27-01-18 10:23
9.57191E+17,interdisciplinary,neutral,27-01-18 9:57
9.57186E+17,interdisciplinary,positive,27-01-18 9:39
9.57186E+17,interdisciplinary,negative,27-01-18 9:38
9.57183E+17,interdisciplinary,neutral,27-01-18 9:27
9.57183E+17,interdisciplinary,neutral,27-01-18 9:27
9.57172E+17,interdisciplinary,neutral,27-01-18 8:43
9.57163E+17,interdisciplinary,neutral,27-01-18 8:05
9.57162E+17,interdisciplinary,positive,27-01-18 8:02
9.57162E+17,interdisciplinary,neutral,27-01-18 8:02
9.57137E+17,interdisciplinary,positive,27-01-18 6:25
9.5713E+17,interdisciplinary,positive,27-01-18 5:53
9.57128E+17,interdisciplinary,neutral,27-01-18 5:49
9.57105E+17,interdisciplinary,neutral,27-01-18 4:15
9.5708E+17,interdisciplinary,neutral,27-01-18 2:37
9.57077E+17,interdisciplinary,neutral,27-01-18 2:25
9.57067E+17,interdisciplinary,neutral,27-01-18 1:45
9.57059E+17,interdisciplinary,neutral,27-01-18 1:11
9.57058E+17,interdisciplinary,positive,27-01-18 1:10
9.57045E+17,interdisciplinary,positive,27-01-18 0:19
9.57044E+17,interdisciplinary,positive,27-01-18 0:13
9.33843E+17,interdisciplinary,positive,23-11-17 23:40
9.33838E+17,interdisciplinary,positive,23-11-17 23:20
