"study.id","journal.name","publication.title","doi","url","doi_clean","doi_url"
7896,"Conservation Biology","Use of experimental translocations of Allegheny woodrat to decipher causal agents of decline",NA,"http://dx.doi.org/10.1111/cobi.12064","10.1111/cobi.12064","https://doi.org/10.1111/cobi.12064"
7897,"Zoo Biology","Allegheny woodrat (<i>Neotoma magister</i>) captive propagation to promote recovery of declining populations",NA,"http://dx.doi.org/10.1002/zoo.21114","10.1002/zoo.21114","https://doi.org/10.1002/zoo.21114"
7898,"Biological Conservation","Movement re-established but not restored: Inferring the effectiveness of road-crossing mitigation for a gliding mammal by monitoring use",NA,"https://doi.org/10.1016/j.biocon.2012.10.016","10.1016/j.biocon.2012.10.016","https://doi.org/10.1016/j.biocon.2012.10.016"
7899,"Wildlife Research","Monitoring the use of road-crossing structures by arboreal marsupials: Insights gained from motion-triggered cameras and passive integrated transponder (PIT) tags",NA,"https://doi.org/10.1071/WR14067","10.1071/WR14067","https://doi.org/10.1071/WR14067"
7900,"South African Journal of Wildlife Research","Reproduction in a reintroduced warthog population in the Eastern Cape Province",NA,"http://hdl.handle.net/10520/EJC116904",NA,NA
7901,"Mammalian Biology","Forest management affects individual and population parameters of the hazel dormouse <i>Muscardinus avellanarius</i>",NA,"https://www.sciencedirect.com/science/article/pii/S1616504714001578",NA,NA
7902,"Oryx","Arabian oryx reintroduction in Oman: successes and setbacks",NA,"https://www.cambridge.org/core/journals/oryx/article/arabian-oryx-reintroduction-in-oman-successes-and-setbacks/B52D89DD9B8AF520DA9CD5D6A4378C0A",NA,NA
7903,"African Journal of Ecology","Removal of a snare from a white rhinoceros in the West Nile White Rhino Sanctuary","https://doi.org/10.1111/j.1365-2028.1966.tb00891.x","https://doi.org/10.1111/j.1365-2028.1966.tb00891.x","10.1111/j.1365-2028.1966.tb00891.x","https://doi.org/10.1111/j.1365-2028.1966.tb00891.x"
7904,"Canadian Journal of Forest Research","Effects of partial cutting in winter on white-tailed deer",NA,"http://www.scopus.com/inward/record.url?eid=2-s2.0-0034131246&partnerID=40&md5=48bbb1ffcf56f14df50510e49d6b85b3",NA,NA
7905,"Oryx","Same-site multiple releases of translocated white rhinoceroses <i>Ceratotherium simum</i> may increase the risk of unwanted dispersal",NA,"https://www.cambridge.org/core/journals/oryx/article/same-site-multiple-releases-of-translocated-white-rhinoceroses-ceratotherium-simum-may-increase-the-risk-of-unwanted-dispersal/E192CE32193DE94F4BF6E2A3F3BFBB3D",NA,NA
7906,"Human Wildlife Interactions","Comparison of fencing designs for excluding deer from roadways",NA,"https://www.jstor.org/stable/24868861",NA,NA
7907,"Wildlife Society Bulletin","Survival of resident and translocated female elk in the Cascade Mountains of Oregon",NA,"http://www.jstor.org/stable/3783252",NA,NA
7908,"Animal Conservation","Controlling access to oil roads protects forest cover, but not wildlife communities: a case study from the rainforest of Yasuní Biosphere Reserve (Ecuador)",NA,"http://dx.doi.org/10.1111/j.1469-1795.2012.00592.x","10.1111/j.1469-1795.2012.00592.x","https://doi.org/10.1111/j.1469-1795.2012.00592.x"
7909,"Wildlife Society Bulletin","Effectiveness of temporary warning signs in reducing deer-vehicle collisions during mule deer migrations",NA,"http://www.jstor.org/stable/3784815",NA,NA
7910,"Journal of Mammalogy","Responses of red squirrel (<i>Tamiasciurus hudsonicus</i>) populations to supplemental food",NA,"http://www.jstor.org/stable/1381797",NA,NA
7911,"Forest Ecology and Management","Woody debris, voles, and trees: Influence of habitat structures (piles and windrows) on long-tailed vole populations and feeding damage",NA,"http://www.scopus.com/inward/record.url?eid=2-s2.0-80054685464&partnerID=40&md5=ad5447df5f34427c96ae7b4358193a13",NA,NA
7912,"Wildlife Research","Responses of red-backed voles (<i>Myodes gapperi</i>) to windrows of woody debris along forest-clearcut edges",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907736179&doi=10.1071%2fWR14050&partnerID=40&md5=e1cfbe4981934ad6bd618ef760cddecb",NA,NA
7913,"Canadian Journal of Forest Research","Influence of repeated fertilization on forest ecosystems: relative habitat use by mule deer and moose",NA,"http://www.scopus.com/inward/record.url?eid=2-s2.0-33748534190&partnerID=40&md5=6cdbca7100771086576cf426149cf785",NA,NA
7914,"Forest Ecology and Management","Long-term responses of ecosystem components to stand thinning in young lodgepole pine forest. IV. Relative habitat use by mammalian herbivores",NA,"http://www.scopus.com/inward/record.url?eid=2-s2.0-33846892528&partnerID=40&md5=4a8cb57831d062f7c404ab6d01f5903f",NA,NA
7915,"Canadian Journal of Forest Research","Long-term responses of mammalian herbivores to stand thinning and fertilization in young lodgepole pine (<i>Pinus contorta</i> var. <i>latifolia</i>) forest",NA,"http://www.scopus.com/inward/record.url?eid=2-s2.0-78650492638&partnerID=40&md5=f91097b1e8bf2a3d4ff8de1f9e289f88",NA,NA
7916,"Journal of Mammalogy","If we build habitat, will they come? Woody debris structures and conservation of forest mammals",NA,"http://www.asmjournals.org/doi/abs/10.1644/11-MAMM-A-250.1","10.1644/11-MAMM-A-250.1","https://doi.org/10.1644/11-MAMM-A-250.1"
7917,"Journal of Wildlife Management","Effects of thinning on small mammals in Oregon coastal forests",NA,"https://www.jstor.org/stable/3802777",NA,NA
7918,"The Canadian Field-Naturalist","Effects of various hardwood forest management practices on small mammals",NA,"https://www.biodiversitylibrary.org/bibliography/39970#/summary",NA,NA
7919,"Journal of Mammalogy","Demographic and genetic evaluation of an American marten reintroduction",NA,"http://www.jstor.org/stable/4094406",NA,NA
7920,"Wildlife Biology","The near extinction and recovery of brown bears in Scandinavia in relation to the bear management policies of Norway and Sweden","https://doi.org/10.2981/wlb.1995.005","https://doi.org/10.2981/wlb.1995.005","10.2981/wlb.1995.005","https://doi.org/10.2981/wlb.1995.005"
7921,"Biological Conservation","Efficacy of road removal for restoring wildlife habitat: Black bear in the Northern Rocky Mountains, USA",NA,"http://www.sciencedirect.com/science/article/pii/S0006320711002898",NA,NA
7922,"Forest Ecology and Management","Long-term responses of ecosystem components to stand thinning in young lodgepole pine forest. I. Population dynamics of northern flying squirrels and red squirrels",NA,"https://www.sciencedirect.com/science/article/pii/S037811270400564X",NA,NA
7923,"Forest Ecology and Management","Long-term responses of ecosystem components to stand thinning in young lodgepole pine forest: II. Diversity and population dynamics of forest floor small mammals",NA,"https://www.sciencedirect.com/science/article/pii/S0378112704006978",NA,NA
7924,"Canadian Journal of Forest Research","Influence of repeated fertilization on forest ecosystems: relative habitat use by snowshoe hares (<i>Lepus americanus</i>)",NA,"http://www.nrcresearchpress.com/doi/abs/10.1139/x06-093#.WwbAte4vyUk",NA,NA
7927,NA,"Evaluation of S.R. 46 wildlife crossing in Lake County, Florida",NA,"https://trid.trb.org/view/475872",NA,NA
7928,"Restoration Ecology","Restoring connectivity in landscapes fragmented by major roads: a case study using wooden poles as ""stepping stones"" for gliding mammals",NA,"https://onlinelibrary.wiley.com/doi/full/10.1111/j.1526-100X.2011.00847.x","10.1111/j.1526-100X.2011.00847.x","https://doi.org/10.1111/j.1526-100X.2011.00847.x"
7929,"Australian Mammalogy","Squirrel gliders use roadside glide poles to cross a road gap",NA,"http://dx.doi.org/10.1071/AM12013","10.1071/AM12013","https://doi.org/10.1071/AM12013"
7930,"Australian Mammalogy","Use of highway underpasses by bandicoots over a 7-year period that encompassed road widening",NA,"http://dx.doi.org/10.1071/AM13034","10.1071/AM13034","https://doi.org/10.1071/AM13034"
7931,"Wildlife Society Bulletin","Taste-aversion conditioning to reduce nuisance activity by black bears in a Minnesota military reservation",NA,"http://www.jstor.org/stable/3784094",NA,NA
7933,"Oryx","Past, present and future conservation of the greater one-horned rhinoceros <i>Rhinoceros unicornis</i> in Nepal",NA,"http://dx.doi.org/10.1017/S0030605311001670","10.1017/S0030605311001670","https://doi.org/10.1017/S0030605311001670"
7934,"The Canadian Field-Naturalist","Successful release of a wild Wolf <i>Canis lupus</i>, following treatment for a leg injury",NA,"https://www.archive.org/download/canadianfieldnat114otta/canadianfieldnat114otta.pdf",NA,NA
7935,"Journal of Range Management","Evaluation of wire fences for coyote control",NA,"https://www.jstor.org/stable/3898559",NA,NA
7936,"Western North American Naturalist","Swift fox response to prescribed fire in shortgrass steppe",NA,"http://www.bioone.org/doi/abs/10.3398/1527-0904%282008%2968%5B251%3ASFRTPF%5D2.0.CO%3B2","10.3398/1527-0904%282008%2968%5B251%3ASFRTPF%5D2.0.CO%3B2","https://doi.org/10.3398/1527-0904%282008%2968%5B251%3ASFRTPF%5D2.0.CO%3B2"
7937,"Pacific Conservation Biology","Mammals or reptiles, as surveyed by pittraps, as bio-indicators of rehabilitation success for mine sites in the Goldfields region of Western Australia?",NA,"https://doi.org/10.1071/PC050268","10.1071/PC050268","https://doi.org/10.1071/PC050268"
7938,"Pacific Conservation Biology","Early and late colonizers in mine site rehabilitated waste dumps in the goldfields of Western Australia",NA,"https://www.publish.csiro.au/PC/PC070235",NA,NA
7939,"Journal of Wildlife Management","Controlling deer use of forest vegetation with electric fences",NA,"https://www.jstor.org/stable/3799326",NA,NA
7940,"Biological Conservation","Behavioral responses of bobcats and coyotes to habitat fragmentation and corridors in an urban environment",NA,"https://www.sciencedirect.com/science/article/pii/S0006320702001209",NA,NA
7941,"Wetlands","Muskrat abundance responses to water level regulation within freshwater coastal wetlands","https://doi.org/10.1007/s13157-010-0034-x","https://doi.org/10.1007/s13157-010-0034-x","10.1007/s13157-010-0034-x","https://doi.org/10.1007/s13157-010-0034-x"
7942,"Mammalian Biology","Long-term assessment of roe deer reintroductions in North-East Spain: A case of success",NA,"https://doi.org/10.1016/j.mambio.2016.05.002","10.1016/j.mambio.2016.05.002","https://doi.org/10.1016/j.mambio.2016.05.002"
7943,"Journal for Nature Conservation (English 2002-)*","Brown bear reintroduction in the Southern Alps: to what extent are expectations being met?","https://www.sciencedirect.com/science/article/pii/S1617138115000412","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937622137&doi=10.1016%2fj.jnc.2015.03.007&partnerID=40&md5=10f310e354296564bd7b330671f0e1d9","10.1016/j.jnc.2015.03.007","https://doi.org/10.1016/j.jnc.2015.03.007"
7944,"Animal Conservation","Translocating lions into an inbred lion population in the Hluhluwe-iMfolozi Park, South Africa","https://doi.org/10.1111/j.1469-1795.2008.00163.x","https://doi.org/10.1111/j.1469-1795.2008.00163.x","10.1111/j.1469-1795.2008.00163.x","https://doi.org/10.1111/j.1469-1795.2008.00163.x"
7945,"European Journal of Wildlife Research","The effects of restoring a conifer Plantation on an Ancient Woodland Site (PAWS) in the UK on the habitat and local population of the hazel dormouse (<i>Muscardinus avellanarius</i>)",NA,"http://dx.doi.org/10.1007/s10344-012-0611-9","10.1007/s10344-012-0611-9","https://doi.org/10.1007/s10344-012-0611-9"
7946,"Restoration & Management Notes","Reintroducing prairie dogs in desert grasslands",NA,"http://tesf.org/wordpress/wp-content/uploads/2014/01/truett-savage_1998.pdf",NA,NA
7947,"Oryx","Livestock depredation and mitigation methods practised by resident and nomadic pastoralists around Waza National Park, Cameroon",NA,"https://doi.org/10.1017/S0030605311001621","10.1017/S0030605311001621","https://doi.org/10.1017/S0030605311001621"
7948,"Journal of Wildlife Management","Effectiveness of wildlife warning reflectors in reducing deer vehicle collisions: a behavioral study",NA,"http://www.jstor.org/stable/3802562 .",NA,NA
7949,"Wildlife Biology","Effectiveness of acoustic road markings in reducing deer-vehicle collisions: a behavioural study",NA,"https://doi.org/10.2981/wlb.2004.011","10.2981/wlb.2004.011","https://doi.org/10.2981/wlb.2004.011"
7950,"Journal of Wildlife Management","Deer responses to sounds from a vehicle-mounted sound-production system",NA,"http://dx.doi.org/10.2193/2007-581","10.2193/2007-581","https://doi.org/10.2193/2007-581"
7951,"Wildlife Society Bulletin","Calf mortality and population growth in the Delta caribou herd after wolf control",NA,"http://www.jstor.org/stable/3784799",NA,NA
7952,"Wildlife Research","Good dog! Using livestock guardian dogs to protect livestock from predators in Australia’s extensive grazing systems",NA,"https://doi.org/10.1071/WR11135","10.1071/WR11135","https://doi.org/10.1071/WR11135"
7953,"Proceedings of the 2007 International Conference on Ecology and Transportation","Overcoming the barrier effect of roads –how effective are mitigation strategies? An international review of the use and effectiveness of underpasses and overpasses designed to increase the permeability of roads for wildlife",NA,"http://escholarship.org/uc/item/4q20x4dx",NA,NA
7954,"Conservation Letters","Achieving success with small, translocated mammal populations",NA,"https://doi.org/10.1111/j.1755-263X.2009.00081.x","10.1111/j.1755-263X.2009.00081.x","https://doi.org/10.1111/j.1755-263X.2009.00081.x"
7955,"Agriculture, Ecosystems & Environment","Effects of grazing management on biodiversity across trophic levels – the importance of livestock species and stocking density in salt marshes",NA,"http://dx.doi.org/10.1016/j.agee.2016.11.001","10.1016/j.agee.2016.11.001","https://doi.org/10.1016/j.agee.2016.11.001"
7956,"Lutra","The effects of landscape attributes on the use of small wildlife underpasses by weasel (<i>Mustela nivalis</i>) and stoat (<i>Mustela erminea</i>)",NA,"http://www.zoogdiervereniging.nl/sites/default/files/imce/nieuwesite/Publicatie%20fotos/Lutra/downloads/Lutra48_2_91-108VanVuurde-VanderGrift.pdf",NA,NA
7957,"Netherlands Journal of Zoology","The use of a motorway wildlife overpass by large mammals",NA,"https://doi.org/10.1163/156854201X00071","10.1163/156854201X00071","https://doi.org/10.1163/156854201X00071"
7958,"Animal Conservation","Large mammal use of protected and community-managed lands in a biodiversity hotspot",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940942773&doi=10.1111%2facv.12234&partnerID=40&md5=1af9d56b08f7404744b5e497fda4cd24","10.1111/acv.12234","https://doi.org/10.1111/acv.12234"
7959,"South African Journal of Wildlife Research","Notes on the introduction of Cape buffalo to Doornkloof Nature Reserve, Northern Cape Province, South Africa",NA,"https://journals.co.za/content/wild/34/1/EJC117179",NA,NA
7960,"Wildlife Society Bulletin","Red lasers are ineffective for dispersing deer at night",NA,"http://www.jstor.org/stable/3784380",NA,NA
7961,"Journal of Wildlife Management","Livestock protection dogs for deterring deer from cattle and feed",NA,"https://doi.org/10.2193/2007-372","10.2193/2007-372","https://doi.org/10.2193/2007-372"
7962,"Human Wildlife Interactions","Deer guards and bump gates for excluding white-tailed deer from fenced resources",NA,"https://digitalcommons.usu.edu/hwi/vol3/iss1/19/",NA,NA
7963,"Wildlife Society Bulletin","Efficacy of an animal-activated frightening device on urban elk and mule deer",NA,"https://doi.org/10.2193/0091-7648(2005)33[1282:EOAAFD]2.0.CO;2","10.2193/0091-7648(2005)33[1282:EOAAFD]2.0.CO;2","https://doi.org/10.2193/0091-7648(2005)33[1282:EOAAFD]2.0.CO;2"
7964,"Ecological Engineering","Do dry ledges reduce the barrier effect of roads?",NA,"https://www.sciencedirect.com/science/article/pii/S0925857413001237",NA,NA
7965,"European Journal of Wildlife Research","There is no place like home: high homing rate and increased mortality after translocation of a small mammal",NA,"http://dx.doi.org/10.1007/s10344-013-0730-y","10.1007/s10344-013-0730-y","https://doi.org/10.1007/s10344-013-0730-y"
7966,"Biological Conservation","Testing restocking methods for an endangered species: effects of predator exclusion and vegetation cover on common hamster (<i>Cricetus cricetus</i>) survival and reproduction","https://doi.org/10.1016/j.biocon.2012.08.007","http://www.sciencedirect.com/science/article/pii/S0006320712003618","10.1016/j.biocon.2012.08.007","https://doi.org/10.1016/j.biocon.2012.08.007"
7967,"Hystrix, the Italian Journal of Mammalogy (English, 1994-)","The European Breeding Program (EEP) for <i>Lutra lutra</i>: its chances and problems",NA,"www.italian-journal-of-mammalogy.it/pdf-77746-13940?filename=The European Breeding.pdf",NA,NA
7968,"Wildlife Society Bulletin","Evaluation of Hot Sauce® as a repellent for forest mammals",NA,"http://www.jstor.org/stable/4617286",NA,NA
7969,"Desert Bighorn Council Transactions","The restoration of desert bighorn sheep in the southwest,1951–2007: factors influencing success",NA,"https://www.researchgate.net/profile/Ron_Thompson7/publication/294088329_Brian_F_Wakeling_Raymond_Lee_David_Brown_Ron_Thompson_Melanie_Tluczek_and_Mara_Weisenberger_2010_The_restoration_of_desert_bighorn_sheep_in_the_Southwest_1951-2007_factors_influencing_success_2009_DES/links/57d1ab8108ae0c0081e05252/Brian-F-Wakeling-Raymond-Lee-David-Brown-Ron-Thompson-Melanie-Tluczek-and-Mara-Weisenberger-2010-The-restoration-of-desert-bighorn-sheep-in-the-Southwest-1951-2007-factors-influencing-success-20.",NA,NA
7970,"Journal of Range Management","Elk, mule deer, and cattle habitats in central Arizona",NA,"https://www.jstor.org/stable/3899367",NA,NA
7971,"Transportation Research Record","Mule deer behavior in relation to fencing and underpasses on Interstate 80 in Wyoming",NA,"https://trid.trb.org/view/186680",NA,NA
7972,"Human Wildlife Interactions","Effectiveness of deer repellents in Connecticut",NA,"https://digitalcommons.usu.edu/hwi/vol4/iss1/8/",NA,NA
7973,"Australian Wildlife Research","Use of nest boxes by mardos, <i>Antechinus flavipes leucogaster</i>, in regenerating karri forest in South Western Australia.","http://dx.doi.org/10.1071/WR9860407","http://dx.doi.org/10.1071/WR9860407","10.1071/WR9860407","https://doi.org/10.1071/WR9860407"
7974,"Applied Animal Behaviour Science","White-tailed deer roadside behavior, wildlife warning reflectors and highway mortality",NA,"http://dx.doi.org/10.1016/0168-1591(91)90249-W","10.1016/0168-1591(91)90249-W","https://doi.org/10.1016/0168-1591(91)90249-W"
7975,"South African Journal of Wildlife Research","Management of rare ungulates in a small park: habitat use of bontebok and Cape mountain zebra in Bontebok National Park assessed by counts of dung groups",NA,"https://hdl.handle.net/10520/EJC117380",NA,NA
7976,"Biological Conservation","Population viability of Cape Mountain zebra in Gamka Mountain Nature Reserve, South Africa: the influence of habitat and fire",NA,"https://doi.org/10.1016/j.biocon.2004.06.014","10.1016/j.biocon.2004.06.014","https://doi.org/10.1016/j.biocon.2004.06.014"
7977,"Oryx","A successful reintroduction of European otters","https://doi.org/10.1017/S003060530002528X","https://doi.org/10.1017/S003060530002528X","10.1017/S003060530002528X","https://doi.org/10.1017/S003060530002528X"
7978,"Wildlife Society Bulletin","Factors affecting settling, survival, and viability of black bears reintroduced to Felsenthal National Wildlife Refuge, Arkansas",NA,"http://www.jstor.org/stable/3784910",NA,NA
7979,"Biological Conservation","Can supplemental food increase winter survival of a threatened cottontail rabbit?","https://doi.org/10.1016/j.biocon.2011.04.027","http://www.sciencedirect.com/science/article/pii/S0006320711001674","10.1016/j.biocon.2011.04.027","https://doi.org/10.1016/j.biocon.2011.04.027"
7980,"The Canadian Field-Naturalist","Effects of enclosed large ungulates on small mammals at Land Between the Lakes, Kentucky",NA,"https://www.researchgate.net/publication/291768063_Effects_of_enclosed_large_ungulates_on_small_mammals_at_Land_Between_The_Lakes_Kentucky",NA,NA
7981,"Wildlife Research","Is translocation of stock-raiding leopards into a protected area with resident conspecifics an effective management tool?",NA,"https://doi.org/10.1071/WR10013","10.1071/WR10013","https://doi.org/10.1071/WR10013"
7982,"Biodiversity and Conservation","A home away from home: insights from successful leopard (<i>Panthera pardus</i>) translocations",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931574114&doi=10.1007%2fs10531-015-0895-7&partnerID=40&md5=8ad008b17a3fa35ebf3b90f5cf0c8069",NA,NA
7983,"South African Journal of Wildlife Research","Using artificial passageways to facilitate the movement of wildlife on Namibian farmland",NA,"https://hdl.handle.net/10520/EJC178578",NA,NA
7984,"Oryx","Monitoring for adaptive management in a trial reintroduction of the black-footed rock-wallaby <i>Petrogale lateralis</i>",NA,"https://doi.org/10.1017/S0030605315001490","10.1017/S0030605315001490","https://doi.org/10.1017/S0030605315001490"
7985,"Australian Mammalogy","Using canopy bridges to link habitat for arboreal mammals: successful trials in the wet tropics of Queensland",NA,"https://www.publish.csiro.au/AM/AM11003",NA,NA
7986,"Wildlife Society Bulletin","Northern Yellowstone elk after wolf restoration",NA,"https://doi.org/10.2193/0091-7648(2005)33[942:NYEAWR]2.0.CO;2","10.2193/0091-7648(2005)33[942:NYEAWR]2.0.CO;2","https://doi.org/10.2193/0091-7648(2005)33[942:NYEAWR]2.0.CO;2"
7987,"Biological Conservation","Management of Yellowstone bison and brucellosis transmission risk – implications for conservation and restoration",NA,"http://www.sciencedirect.com/science/article/pii/S0006320711000085",NA,NA
7988,"Journal of Mammalogy","Reintroduced bighorn sheep: fitness consequences of adjusting parturition to local environments","https://doi.org/10.1017/S0030605300026594","http://search.proquest.com/docview/853736104?accountid=10598",NA,NA
7989,"Journal of Wildlife Management","Ecotypic variation in recruitment of reintroduced bighorn sheep: Implications for translocation",NA,"http://dx.doi.org/10.1002/jwmg.669","10.1002/jwmg.669","https://doi.org/10.1002/jwmg.669"
7990,"Wildlife Society Bulletin","Cultivated cereal grains as supplemental forages for mule deer in the Texas Panhandle",NA,"http://www.jstor.org/stable/3781987",NA,NA
7991,"Wildlife Society Bulletin","The use of audio playback to deter crop‐raiding Asian elephants",NA,"https://doi.org/10.1002/wsb.652","10.1002/wsb.652","https://doi.org/10.1002/wsb.652"
7992,"Global Ecology and Conservation","Birds be safe: Can a novel cat collar reduce avian mortality by domestic cats (<i>Felis catus</i>)?",NA,"http://www.sciencedirect.com/science/article/pii/S2351989415000050",NA,NA
7993,"Journal of Zoology","Badger damage to growing oats and an assessment of electric fencing as a means of its reduction",NA,"https://zslpublications.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-7998.1993.tb01949.x","10.1111/j.1469-7998.1993.tb01949.x","https://doi.org/10.1111/j.1469-7998.1993.tb01949.x"
7994,"Wildlife Society Bulletin","An acoustic scaring device tested against European rabbits",NA,"https://www.jstor.org/stable/3782279",NA,NA
7996,"South African Journal of Wildlife Research","Two unsuccessful reintroduction attempts of rock hyraxes (<i>Procavia capensis</i>) into a reserve in the KwaZulu-Natal Province, South Africa",NA,"http://www.bioone.org/doi/abs/10.3957/056.039.0213","10.3957/056.039.0213","https://doi.org/10.3957/056.039.0213"
7997,"The Victorian Naturalist","Potential competition for nest boxes between feral honeybees and sugar gliders at Tower Hill State Game Reserve",NA,"https://www.archive.org/download/victori11511619981999luca/victori11511619981999luca.pdf",NA,NA
7998,"Wildlife Society Bulletin","Intercept feeding as a means of reducing deer-vehicle collisions",NA,"http://www.jstor.org/stable/3782436",NA,NA
7999,"Mammal Review","Predation of wildlife by domestic cats <i>Felis catus</i> in Great Britain",NA,"https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-2907.2003.00017.x","10.1046/j.1365-2907.2003.00017.x","https://doi.org/10.1046/j.1365-2907.2003.00017.x"
8000,"Wildlife Research","Koalas on North Stradbroke Island: diet, tree use and reconstructed landscapes",NA,"http://www.publish.csiro.au/wr/wr07172",NA,NA
8001,"Mammalian Biology","Reproductive biology and life history traits of Arabian oryx (<i>Oryx leucoryx</i>) founder females reintroduced to Mahazat as-Sayd, Saudi Arabia","https://doi.org/10.1016/j.mambio.2011.01.004","https://doi.org/10.1016/j.mambio.2011.01.004","10.1016/j.mambio.2011.01.004","https://doi.org/10.1016/j.mambio.2011.01.004"
8002,"Biological Conservation","Reintroduction of Przewalski’s horse (<i>Equus ferus przewalskii</i>) in Xinjiang, China: The status and experience",NA,"http://www.sciencedirect.com/science/article/pii/S0006320714002481",NA,NA
8003,"Biological Conservation","Logging residues conserve small mammalian diversity in a Malaysian production forest",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949952613&doi=10.1016%2fj.biocon.2015.12.004&partnerID=40&md5=5c317266eef42c4e3e99d4ca26b2db29","10.1016/j.biocon.2015.12.004","https://doi.org/10.1016/j.biocon.2015.12.004"
8004,"Journal of Wildlife Management","Effects of black bear relocation on elk calf recruitment at Great Smoky Mountains National Park",NA,"<Go to ISI>://WOS:000292871600019",NA,NA
8005,"African Journal of Ecology","Evidence that vulture restaurants increase the local abundance of mammalian carnivores in South Africa","https://onlinelibrary.wiley.com/doi/abs/10.1111/aje.12178","https://onlinelibrary.wiley.com/doi/abs/10.1111/aje.12178","10.1111/aje.12178","https://doi.org/10.1111/aje.12178"
8006,"Australian Mammalogy","Seasonal home range and habitat use of a critically endangered marsupial (<i>Bettongia penicillata ogilbyi</i>) inside and outside a predator-proof sanctuary",NA,"http://dx.doi.org/10.1071/AM14022","10.1071/AM14022","https://doi.org/10.1071/AM14022"
8007,"Biology and Environment: Proceedings of the Royal Irish Academy","Density dependence effects on demographic parameters - a case study of Père David's deer (<i>Elaphurus davidianus</i>) in captive and wild habitats","http://dx.doi.org/10.3318/bioe.2017.15","http://dx.doi.org/10.3318/bioe.2017.15","10.3318/bioe.2017.15","https://doi.org/10.3318/bioe.2017.15"
8008,"Transportation Research Record","Do white-tail deer avoid red? An evaluation of the premise underlying the design of Swareflex wildlife reflectors",NA,"http://onlinepubs.trb.org/Onlinepubs/trr/1986/1075/1075-009.pdf",NA,NA
8009,"Animal Conservation","Effectiveness of low-cost deterrents in decreasing livestock predation by felids: a case in Central Mexico",NA,"http://dx.doi.org/10.1111/acv.12104","10.1111/acv.12104","https://doi.org/10.1111/acv.12104"
8010,"Biological Conservation","Population trends of brown hares in Switzerland: the role of land-use and ecological compensation areas",NA,"https://doi.org/10.1016/j.biocon.2010.11.021","10.1016/j.biocon.2010.11.021","https://doi.org/10.1016/j.biocon.2010.11.021"
8011,"Biological Conservation","Understanding unexpected reintroduction outcomes: Why aren't European bison colonizing suitable habitat in the Carpathians?","https://doi.org/10.1016/j.biocon.2015.12.032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954225577&doi=10.1016%2fj.biocon.2015.12.032&partnerID=40&md5=2da418761c021517d57d5a558387ab88","10.1016/j.biocon.2015.12.032","https://doi.org/10.1016/j.biocon.2015.12.032"
8012,"Forest Ecology and Management","A meta-analysis of the effects of wildfire, clearcutting, and partial harvest on the abundance of North American small mammals",NA,"http://www.scopus.com/inward/record.url?eid=2-s2.0-67649982885&partnerID=40&md5=75132ca277d5ad2c272acb8134b4cfe6",NA,NA
8013,"Pacific Conservation Biology","Sixteen years of eastern barred bandicoot <i>Perameles gunnii</i> reintroductions in Victoria: a review",NA,"http://dx.doi.org/10.1071/PC080034","10.1071/PC080034","https://doi.org/10.1071/PC080034"
8014,"Acta Theriologica","Effects of reintroduction of European beaver in the lowlands of the Vistula Basin",NA,"http://rcin.org.pl/Content/11287/BI002_2613_Cz-40-2_Acta-T33-nr24-325-338_o.pdf",NA,NA
8016,"Journal of Tropical Ecology","The secretion of the temporal gland of the African elephant <i>Loxodonta africana</i> as an elephant repellent",NA,"https://www.jstor.org/stable/2559255",NA,NA
8017,"Oryx","Investigating the potential impact of trophy hunting of wild ungulates on snow leopard <i>Panthera uncia</i> conservation in Tajikistan","https://doi.org/10.1017/S0030605316000193","https://doi.org/10.1017/S0030605316000193","10.1017/S0030605316000193","https://doi.org/10.1017/S0030605316000193"
8018,"Journal of Mammalogy","The influence of mammalian predator exclusion, food supplementation, and prescribed fire on survival of <i>Glaucomys volans</i>",NA,"https://doi.org/10.1644/12-MAMM-A-071.1","10.1644/12-MAMM-A-071.1","https://doi.org/10.1644/12-MAMM-A-071.1"
8019,"Journal of Wildlife Management","Success of grizzly bear population augmentation in northwest Montana",NA,"http://www.bioone.org/doi/pdf/10.2193/2006-266",NA,NA
8020,"Wildlife Biology","Fast food bears: brown bear diet in a human-dominated landscape with intensive supplemental feeding",NA,"https://doi.org/10.2981/wlb.00013","10.2981/wlb.00013","https://doi.org/10.2981/wlb.00013"
8021,NA,"A test of simple ledges for facilitating mammal passage through inundated culverts. Thesis",NA,"https://digitalworks.union.edu/cgi/viewcontent.cgi?article=1541&context=theses",NA,NA
8022,"Wildlife Society Bulletin","Crossing structures reconnect federally endangered flying squirrel populations divided for 20 years by road barrier","https://doi.org/10.1002/wsb.249","https://doi.org/10.1002/wsb.249","10.1002/wsb.249","https://doi.org/10.1002/wsb.249"
