TweetID,HandLabel,AnnotatorID
5.11413E+17,Positive,82
5.11413E+17,Neutral,80
5.11413E+17,Negative,82
5.11413E+17,Neutral,77
5.11413E+17,Positive,80
5.11413E+17,Neutral,77
5.11413E+17,Neutral,77
5.11413E+17,Neutral,78
5.11413E+17,Neutral,78
5.11413E+17,Positive,77
5.11413E+17,Neutral,82
5.11413E+17,Positive,82
5.11413E+17,Positive,78
5.11413E+17,Neutral,80
5.11413E+17,Positive,80
5.11413E+17,Positive,77
5.11413E+17,Positive,79
5.11413E+17,Positive,80
5.11413E+17,Positive,82
5.11414E+17,Neutral,81
5.11414E+17,Neutral,82
5.11414E+17,Negative,80
5.11414E+17,Neutral,82
5.11414E+17,Negative,77
5.11414E+17,Neutral,77
5.11414E+17,Neutral,77
5.11414E+17,Neutral,78
5.11414E+17,Neutral,77
5.11414E+17,Neutral,78
5.11414E+17,Negative,80
5.11414E+17,Negative,82
5.11414E+17,Neutral,82
5.11414E+17,Neutral,78
5.11414E+17,Negative,6
5.11414E+17,Negative,80
5.11414E+17,Positive,77
5.11414E+17,Positive,79
5.11414E+17,Neutral,82
5.11414E+17,Neutral,81
5.11415E+17,Negative,82
5.11415E+17,Positive,80
5.11415E+17,Neutral,82
5.11415E+17,Neutral,77
5.11415E+17,Neutral,80
5.11415E+17,Neutral,77
5.11415E+17,Positive,77
5.11415E+17,Neutral,78
5.11415E+17,Neutral,77
5.11415E+17,Negative,82
5.11415E+17,Neutral,82
5.11415E+17,Neutral,78
5.11415E+17,Neutral,6
5.11415E+17,Neutral,80
5.11415E+17,Negative,77
5.11415E+17,Negative,79
5.11415E+17,Neutral,82
5.11416E+17,Neutral,81
5.11416E+17,Neutral,81
5.11416E+17,Neutral,80
5.11416E+17,Neutral,82
5.11416E+17,Neutral,77
5.11416E+17,Positive,77
5.11416E+17,Positive,77
5.11416E+17,Neutral,78
5.11417E+17,Neutral,77
5.11417E+17,Negative,82
5.11417E+17,Neutral,82
5.11417E+17,Positive,78
5.11417E+17,Positive,6
5.11417E+17,Positive,77
5.11417E+17,Negative,79
5.11417E+17,Positive,78
5.11417E+17,Neutral,81
5.11417E+17,Negative,81
5.11417E+17,Positive,80
5.11417E+17,Negative,82
5.11418E+17,Neutral,77
5.11418E+17,Neutral,77
5.11418E+17,Neutral,80
5.11418E+17,Neutral,80
5.11418E+17,Positive,77
5.11418E+17,Neutral,78
5.11418E+17,Positive,77
5.11418E+17,Neutral,82
5.11418E+17,Neutral,82
5.11418E+17,Neutral,78
5.11418E+17,Neutral,76
5.11418E+17,Positive,80
5.11418E+17,Neutral,77
5.11419E+17,Neutral,82
5.11419E+17,Negative,81
5.11419E+17,Positive,81
5.11419E+17,Positive,78
5.11419E+17,Neutral,80
5.11419E+17,Positive,80
5.11419E+17,Positive,82
5.11419E+17,Neutral,77
5.11419E+17,Neutral,80
5.11419E+17,Positive,77
5.11419E+17,Negative,77
5.11419E+17,Negative,78
5.11419E+17,Negative,80
5.11419E+17,Neutral,78
5.11419E+17,Positive,77
5.11419E+17,Neutral,82
5.11419E+17,Neutral,82
5.11419E+17,Positive,78
5.11419E+17,Positive,80
5.1142E+17,Positive,80
5.1142E+17,Neutral,78
5.1142E+17,Neutral,77
5.1142E+17,Negative,79
5.1142E+17,Neutral,82
5.1142E+17,Neutral,81
5.1142E+17,Neutral,81
5.1142E+17,Negative,82
5.1142E+17,Neutral,77
5.1142E+17,Neutral,77
5.1142E+17,Neutral,77
5.1142E+17,Neutral,80
5.1142E+17,Neutral,78
5.1142E+17,Neutral,80
5.1142E+17,Neutral,77
5.1142E+17,Neutral,78
5.1142E+17,Neutral,82
5.11421E+17,Negative,78
5.11421E+17,Neutral,76
5.11421E+17,Neutral,80
5.11421E+17,Positive,80
5.11421E+17,Negative,77
5.11421E+17,Neutral,82
5.11421E+17,Negative,81
5.11421E+17,Neutral,81
5.11421E+17,Positive,80
5.11421E+17,Positive,82
5.11421E+17,Negative,77
5.11421E+17,Neutral,77
5.11421E+17,Neutral,77
5.11422E+17,Positive,78
5.11422E+17,Negative,77
5.11422E+17,Neutral,82
5.11422E+17,Neutral,82
5.11422E+17,Neutral,78
5.11422E+17,Neutral,80
5.11422E+17,Neutral,76
5.11422E+17,Positive,80
5.11422E+17,Neutral,77
5.11422E+17,Neutral,78
5.11422E+17,Negative,79
5.11422E+17,Negative,82
5.11422E+17,Neutral,81
5.11422E+17,Neutral,81
5.11422E+17,Neutral,80
5.11422E+17,Neutral,77
5.11422E+17,Positive,77
5.11422E+17,Negative,77
5.11422E+17,Negative,78
5.11422E+17,Neutral,77
5.11422E+17,Positive,82
5.11422E+17,Positive,82
5.11422E+17,Negative,80
5.11422E+17,Neutral,78
5.11423E+17,Neutral,76
5.11423E+17,Positive,80
5.11423E+17,Neutral,77
5.11423E+17,Negative,79
5.11423E+17,Positive,82
5.11423E+17,Neutral,81
5.11423E+17,Neutral,81
5.11423E+17,Negative,80
5.11423E+17,Neutral,82
5.11423E+17,Neutral,77
5.11423E+17,Neutral,77
5.11423E+17,Neutral,77
5.11423E+17,Positive,80
5.11423E+17,Positive,78
5.11423E+17,Negative,78
5.11423E+17,Neutral,77
5.11423E+17,Negative,82
5.11423E+17,Neutral,82
5.11423E+17,Neutral,78
5.11423E+17,Positive,76
5.11424E+17,Negative,77
5.11424E+17,Positive,79
5.11424E+17,Positive,80
5.11424E+17,Positive,82
5.11424E+17,Neutral,81
5.11424E+17,Neutral,81
5.11424E+17,Neutral,80
5.11424E+17,Negative,82
5.11424E+17,Negative,78
5.11424E+17,Neutral,77
5.11424E+17,Neutral,77
5.11424E+17,Positive,77
5.11424E+17,Neutral,78
5.11424E+17,Neutral,80
5.11424E+17,Positive,77
5.11424E+17,Neutral,78
5.11424E+17,Neutral,82
5.11425E+17,Neutral,82
5.11425E+17,Neutral,78
5.11425E+17,Neutral,76
5.11425E+17,Negative,80
5.11425E+17,Neutral,77
5.11425E+17,Neutral,80
5.11425E+17,Negative,79
5.11425E+17,Neutral,82
5.11425E+17,Neutral,81
5.11425E+17,Positive,81
5.11425E+17,Neutral,80
5.11425E+17,Neutral,77
5.11425E+17,Neutral,77
5.11425E+17,Neutral,77
5.11425E+17,Neutral,78
5.11425E+17,Positive,77
5.11425E+17,Negative,82
5.11425E+17,Neutral,82
5.11426E+17,Neutral,78
5.11426E+17,Neutral,76
5.11426E+17,Positive,80
5.11426E+17,Negative,77
5.11426E+17,Neutral,82
5.11426E+17,Neutral,81
5.11426E+17,Positive,81
5.11426E+17,Neutral,80
5.11426E+17,Neutral,80
5.11426E+17,Neutral,78
5.11426E+17,Neutral,77
5.11426E+17,Neutral,77
5.11427E+17,Neutral,77
5.11427E+17,Neutral,80
5.11427E+17,Neutral,78
5.11427E+17,Neutral,77
5.11427E+17,Positive,82
5.11427E+17,Positive,82
5.11427E+17,Negative,80
5.11427E+17,Neutral,78
5.11427E+17,Neutral,76
5.11427E+17,Neutral,80
5.11427E+17,Positive,77
5.11427E+17,Neutral,78
5.11427E+17,Neutral,82
5.11427E+17,Neutral,81
5.11428E+17,Positive,81
5.11428E+17,Neutral,80
5.11428E+17,Neutral,80
5.11428E+17,Neutral,80
5.11428E+17,Neutral,82
5.11428E+17,Neutral,77
5.11428E+17,Neutral,77
5.11428E+17,Negative,79
5.11428E+17,Negative,78
5.11428E+17,Neutral,80
5.11428E+17,Positive,78
5.11428E+17,Neutral,77
5.11428E+17,Positive,80
5.11428E+17,Positive,82
5.11428E+17,Neutral,82
5.11428E+17,Neutral,78
5.11428E+17,Positive,76
5.11428E+17,Negative,80
5.11429E+17,Neutral,77
5.11429E+17,Neutral,79
5.11429E+17,Negative,78
5.11429E+17,Negative,82
5.11429E+17,Neutral,81
5.11429E+17,Positive,81
5.11429E+17,Positive,80
5.11429E+17,Neutral,82
5.11429E+17,Neutral,77
5.11429E+17,Neutral,77
5.11429E+17,Neutral,80
5.1143E+17,Positive,79
5.1143E+17,Neutral,78
5.1143E+17,Positive,77
5.1143E+17,Neutral,82
5.1143E+17,Neutral,82
5.1143E+17,Neutral,78
5.1143E+17,Neutral,78
5.1143E+17,Negative,76
5.1143E+17,Negative,80
5.1143E+17,Positive,80
5.1143E+17,Neutral,80
5.1143E+17,Neutral,77
5.11431E+17,Neutral,79
5.11431E+17,Neutral,82
5.11431E+17,Neutral,78
5.11431E+17,Positive,81
5.11431E+17,Neutral,81
5.11431E+17,Neutral,80
5.11431E+17,Neutral,80
5.11431E+17,Positive,82
5.11431E+17,Negative,77
5.11431E+17,Negative,80
5.11431E+17,Neutral,77
5.11431E+17,Neutral,79
5.11431E+17,Neutral,78
5.11431E+17,Positive,77
5.11431E+17,Negative,82
5.11432E+17,Negative,82
5.11432E+17,Neutral,78
5.11432E+17,Neutral,78
5.11432E+17,Positive,76
5.11432E+17,Positive,80
5.11432E+17,Positive,77
5.11432E+17,Neutral,80
5.11432E+17,Neutral,79
5.11432E+17,Neutral,82
5.11432E+17,Neutral,81
5.11432E+17,Neutral,81
5.11432E+17,Neutral,80
5.11432E+17,Negative,82
5.11432E+17,Neutral,77
5.11432E+17,Positive,77
5.11432E+17,Positive,79
5.11433E+17,Neutral,78
5.11433E+17,Neutral,77
5.11433E+17,Negative,82
5.11433E+17,Neutral,82
5.11433E+17,Negative,78
5.11433E+17,Negative,80
5.11433E+17,Positive,76
5.11433E+17,Neutral,77
5.11433E+17,Negative,82
5.11433E+17,Positive,81
5.11433E+17,Neutral,78
5.11434E+17,Neutral,81
5.11434E+17,Neutral,80
5.11434E+17,Neutral,80
5.11434E+17,Neutral,80
5.11434E+17,Negative,82
5.11434E+17,Negative,78
5.11434E+17,Neutral,77
5.11434E+17,Neutral,80
5.11434E+17,Neutral,77
5.11434E+17,Positive,79
5.11434E+17,Positive,80
5.11434E+17,Neutral,78
5.11434E+17,Neutral,77
5.11434E+17,Neutral,78
5.11434E+17,Neutral,82
5.11434E+17,Negative,82
5.11434E+17,Neutral,80
5.11435E+17,Neutral,78
5.11435E+17,Neutral,80
5.11435E+17,Neutral,77
5.11435E+17,Neutral,79
5.11435E+17,Neutral,82
5.11435E+17,Negative,81
5.11435E+17,Positive,80
5.11435E+17,Neutral,81
5.11435E+17,Neutral,80
5.11435E+17,Positive,82
5.11435E+17,Neutral,77
5.11435E+17,Positive,77
5.11435E+17,Neutral,79
5.11435E+17,Neutral,78
5.11435E+17,Neutral,80
5.11435E+17,Neutral,78
5.11435E+17,Positive,80
5.11435E+17,Positive,77
5.11435E+17,Neutral,82
5.11436E+17,Negative,82
5.11436E+17,Negative,78
5.11436E+17,Neutral,78
5.11436E+17,Neutral,76
5.11436E+17,Neutral,80
5.11436E+17,Positive,80
5.11436E+17,Neutral,77
5.11436E+17,Positive,79
5.11436E+17,Neutral,80
5.11436E+17,Neutral,81
5.11436E+17,Neutral,81
5.11436E+17,Positive,80
5.11436E+17,Positive,78
5.11436E+17,Positive,82
5.11436E+17,Neutral,77
5.11436E+17,Neutral,77
5.11436E+17,Neutral,80
5.11436E+17,Neutral,79
5.11436E+17,Neutral,80
5.11436E+17,Neutral,78
5.11436E+17,Neutral,78
5.11436E+17,Neutral,77
5.11436E+17,Negative,82
5.11436E+17,Positive,82
5.11436E+17,Neutral,78
5.11437E+17,Positive,80
5.11437E+17,Positive,77
5.11437E+17,Positive,82
5.11437E+17,Negative,81
5.11437E+17,Neutral,81
5.11437E+17,Neutral,80
5.11437E+17,Neutral,82
5.11437E+17,Neutral,80
5.11437E+17,Neutral,77
5.11437E+17,Neutral,77
5.11437E+17,Neutral,79
5.11437E+17,Neutral,78
5.11437E+17,Neutral,78
5.11437E+17,Neutral,77
5.11437E+17,Neutral,82
5.11438E+17,Negative,82
5.11438E+17,Negative,78
5.11438E+17,Negative,80
5.11438E+17,Negative,76
5.11438E+17,Neutral,77
5.11438E+17,Neutral,80
5.11438E+17,Negative,79
5.11438E+17,Negative,82
5.11439E+17,Neutral,81
5.11439E+17,Negative,81
5.11439E+17,Neutral,78
5.11439E+17,Negative,82
5.11439E+17,Neutral,77
5.11439E+17,Neutral,77
5.11439E+17,Negative,80
5.11439E+17,Negative,79
5.11439E+17,Neutral,78
5.1144E+17,Negative,77
5.1144E+17,Neutral,82
5.1144E+17,Positive,78
5.1144E+17,Neutral,76
5.1144E+17,Neutral,80
5.1144E+17,Neutral,80
5.1144E+17,Negative,77
5.1144E+17,Positive,79
5.1144E+17,Neutral,82
5.1144E+17,Positive,81
5.11441E+17,Neutral,81
5.11441E+17,Neutral,80
5.11441E+17,Positive,82
5.11441E+17,Neutral,77
5.11441E+17,Positive,77
5.11441E+17,Neutral,79
5.11441E+17,Positive,78
5.11441E+17,Positive,77
5.11441E+17,Negative,82
5.11441E+17,Negative,82
5.11441E+17,Neutral,78
5.11442E+17,Negative,80
5.11442E+17,Neutral,78
5.11442E+17,Negative,77
5.11442E+17,Negative,82
5.11442E+17,Neutral,81
5.11442E+17,Neutral,79
5.11442E+17,Neutral,80
5.11442E+17,Neutral,80
5.11442E+17,Neutral,82
5.11442E+17,Positive,77
5.11442E+17,Neutral,77
5.11442E+17,Neutral,79
5.11442E+17,Neutral,80
5.11442E+17,Neutral,78
5.11442E+17,Neutral,77
5.11443E+17,Positive,82
5.11443E+17,Positive,78
5.11443E+17,Neutral,82
5.11443E+17,Positive,78
5.11443E+17,Neutral,76
5.11443E+17,Positive,80
5.11443E+17,Neutral,80
5.11443E+17,Negative,77
5.11443E+17,Positive,82
5.11443E+17,Neutral,81
5.11443E+17,Neutral,80
5.11443E+17,Neutral,79
5.11443E+17,Positive,80
5.11443E+17,Positive,82
5.11443E+17,Neutral,77
5.11444E+17,Positive,77
5.11444E+17,Neutral,79
5.11444E+17,Neutral,78
5.11444E+17,Neutral,77
5.11444E+17,Neutral,82
5.11444E+17,Negative,82
5.11444E+17,Neutral,78
5.11444E+17,Neutral,76
5.11444E+17,Positive,80
5.11445E+17,Neutral,77
5.11445E+17,Positive,82
5.11445E+17,Neutral,78
5.11445E+17,Neutral,81
5.11445E+17,Neutral,79
5.11445E+17,Negative,80
5.11445E+17,Negative,80
5.11445E+17,Neutral,82
5.11445E+17,Neutral,77
5.11445E+17,Neutral,77
5.11445E+17,Neutral,79
5.11445E+17,Negative,78
5.11445E+17,Neutral,77
5.11445E+17,Neutral,82
5.11445E+17,Negative,82
5.11445E+17,Neutral,78
5.11446E+17,Negative,76
5.11446E+17,Negative,80
5.11446E+17,Negative,80
5.11446E+17,Neutral,78
5.11446E+17,Negative,79
5.11446E+17,Positive,80
5.11446E+17,Neutral,82
5.11446E+17,Neutral,81
5.11446E+17,Neutral,79
5.11446E+17,Positive,80
5.11446E+17,Negative,80
5.11446E+17,Neutral,78
5.11446E+17,Neutral,82
5.11446E+17,Neutral,77
5.11446E+17,Positive,77
5.11446E+17,Neutral,79
5.11446E+17,Positive,78
5.11446E+17,Positive,80
5.11446E+17,Neutral,77
5.11446E+17,Neutral,82
5.11446E+17,Negative,82
5.11447E+17,Positive,78
5.11447E+17,Neutral,76
5.11447E+17,Neutral,80
5.11447E+17,Negative,77
5.11447E+17,Negative,79
5.11447E+17,Positive,81
5.11447E+17,Neutral,79
5.11447E+17,Neutral,80
5.11447E+17,Neutral,80
5.11447E+17,Neutral,82
5.11447E+17,Neutral,77
5.11447E+17,Neutral,78
5.11447E+17,Positive,77
5.11447E+17,Negative,79
5.11447E+17,Neutral,78
5.11447E+17,Neutral,80
5.11447E+17,Negative,77
5.11447E+17,Negative,82
5.11448E+17,Positive,82
5.11448E+17,Neutral,78
5.11448E+17,Neutral,80
5.11448E+17,Neutral,77
5.11448E+17,Positive,79
5.11448E+17,Neutral,82
5.11449E+17,Neutral,81
5.11449E+17,Negative,79
5.11449E+17,Positive,78
5.11449E+17,Positive,80
5.11449E+17,Positive,80
5.11449E+17,Negative,82
5.11449E+17,Neutral,77
5.11449E+17,Negative,80
5.11449E+17,Negative,77
5.11449E+17,Positive,79
5.11449E+17,Neutral,78
5.11449E+17,Neutral,78
5.11449E+17,Neutral,77
5.1145E+17,Neutral,82
5.1145E+17,Neutral,82
5.1145E+17,Neutral,78
5.1145E+17,Positive,76
5.1145E+17,Neutral,80
5.1145E+17,Positive,77
5.1145E+17,Neutral,82
5.1145E+17,Neutral,81
5.1145E+17,Neutral,79
5.1145E+17,Negative,80
5.1145E+17,Negative,80
5.1145E+17,Neutral,80
5.1145E+17,Neutral,82
5.1145E+17,Neutral,77
5.11451E+17,Negative,77
5.11451E+17,Neutral,79
5.11451E+17,Neutral,78
5.11451E+17,Neutral,78
5.11451E+17,Neutral,77
5.11451E+17,Neutral,80
5.11451E+17,Negative,82
5.11451E+17,Negative,82
5.11451E+17,Neutral,78
5.11451E+17,Neutral,80
5.11451E+17,Neutral,77
5.11451E+17,Positive,79
5.11452E+17,Neutral,82
5.11452E+17,Negative,80
5.11452E+17,Neutral,81
5.11452E+17,Neutral,78
5.11452E+17,Negative,80
5.11452E+17,Negative,82
5.11452E+17,Positive,80
5.11452E+17,Neutral,77
5.11452E+17,Positive,77
5.11452E+17,Negative,79
5.11452E+17,Positive,78
5.11452E+17,Neutral,77
5.11452E+17,Positive,82
5.11452E+17,Negative,82
5.11453E+17,Neutral,78
5.11453E+17,Neutral,76
5.11453E+17,Positive,80
5.11453E+17,Neutral,77
5.11453E+17,Positive,79
5.11453E+17,Neutral,82
5.11453E+17,Negative,81
5.11453E+17,Positive,79
5.11453E+17,Positive,80
5.11453E+17,Neutral,82
5.11453E+17,Negative,77
5.11453E+17,Positive,77
5.11453E+17,Negative,80
5.11453E+17,Negative,79
5.11453E+17,Neutral,78
5.11454E+17,Positive,77
5.11454E+17,Negative,82
5.11454E+17,Neutral,82
5.11454E+17,Neutral,78
5.11454E+17,Neutral,76
5.11454E+17,Positive,80
5.11454E+17,Neutral,77
5.11454E+17,Negative,79
5.11454E+17,Negative,82
5.11454E+17,Positive,78
5.11454E+17,Positive,81
5.11454E+17,Neutral,79
5.11454E+17,Positive,80
5.11454E+17,Neutral,82
5.11454E+17,Neutral,77
5.11454E+17,Neutral,77
5.11454E+17,Negative,79
5.11454E+17,Negative,80
5.11454E+17,Negative,78
5.11454E+17,Positive,77
5.11454E+17,Neutral,82
5.11455E+17,Neutral,82
5.11455E+17,Neutral,78
5.11455E+17,Neutral,76
5.11455E+17,Neutral,80
5.11455E+17,Negative,77
5.11455E+17,Negative,82
5.11455E+17,Neutral,81
5.11455E+17,Negative,80
5.11455E+17,Negative,79
5.11455E+17,Negative,80
5.11455E+17,Negative,82
5.11455E+17,Neutral,77
5.11455E+17,Neutral,77
5.11455E+17,Neutral,79
5.11455E+17,Neutral,78
5.11455E+17,Positive,77
5.11455E+17,Neutral,82
5.11455E+17,Neutral,78
5.11456E+17,Neutral,78
5.11456E+17,Neutral,76
5.11456E+17,Neutral,80
5.11456E+17,Negative,77
5.11456E+17,Negative,80
5.11456E+17,Negative,80
5.11456E+17,Neutral,78
5.11456E+17,Neutral,82
5.11456E+17,Neutral,81
5.11456E+17,Neutral,79
5.11456E+17,Neutral,80
5.11456E+17,Negative,82
5.11456E+17,Negative,77
5.11456E+17,Negative,77
5.11456E+17,Neutral,79
5.11456E+17,Neutral,78
5.11457E+17,Neutral,77
5.11457E+17,Neutral,82
5.11457E+17,Neutral,80
