"STUDY_ID","REVIEWERS","INCLUDE","REVIEWERS","INCLUDE","STUDY_ID","AUTHORS","YEAR","TITLE","JOURNAL","VOLUME","LPAGES","UPAGES","DOI","ABSTRACT"
62,"Darren","not vetted",NA,"not vetted",62,"VAN E L;DICKMAN C;CROWTHER T",2021,"A THEORY OF CHANGE FOR PROMOTING COEXISTENCE BETWEEN DINGOES AND LIVESTOCK PRODUCTION","CONSERVATION SCIENCE AND PRACTICE","3",NA,NA,"10.1111/csp2.304","ACHIEVING CONSERVATION GOALS, SUCH AS COEXISTENCE BETWEEN WILDLIFE AND HUMANS, REQUIRES AN EVIDENCE-BASED UNDERSTANDING OF THE FACTORS THAT SHAPE CONSERVATION CONTEXTS. FOR ADDRESSING CONFLICT BETWEEN HUMANS AND WILDLIFE, THIS MEANS UNDERSTANDING THE BARRIERS AND OPPORTUNITIES TO CHANGING HUMAN BEHAVIORS TOWARD WILDLIFE. HERE, WE DEVELOP A THEORY OF CHANGE (TOC) TO PROMOTE COEXISTENCE BETWEEN LIVESTOCK PRODUCERS AND DINGOES IN AUSTRALIA. THE TOC IS BASED ON BEHAVIOR CHANGE PRINCIPLES AND INTERDISCIPLINARY RESEARCH IDENTIFYING FOUR KEY STAKEHOLDER GROUPS WHO MAY INFLUENCE DINGO MANAGEMENT. IT EMPLOYS FOUR OVERLAPPING STRATEGIES TO ADDRESS THESE BARRIERS: (A) A MEDIA CAMPAIGN TO PROMOTE PUBLIC AWARENESS OF DINGO MANAGEMENT PRACTICES, WHICH MAY RESULT IN PRESSURE UPON GOVERNMENTS TO RESTRICT LETHAL CONTROL; (B) PROMOTING MORE INCLUSIVE DECISION-MAKING PROCESSES, SPECIFICALLY INCLUDING ABORIGINAL AUSTRALIANS; (C) MONITORING AND EVALUATION OF THE EFFECTS OF DINGO MANAGEMENT ON LIVESTOCK AND ECOSYSTEMS TO IDENTIFY OPPORTUNITIES FOR NONLETHAL DINGO MANAGEMENT; (D) CAMPAIGN TO ENCOURAGE ADOPTION OF NONLETHAL MANAGEMENT METHODS BY LIVESTOCK PRODUCERS BASED ON AN UNDERSTANDING OF SOCIOPSYCHOLOGICAL FACTORS THAT SHAPE BEHAVIORS. THE FRAMEWORK IS A TOOL FOR CONSERVATION ADVOCATES AND POLICYMAKERS TO IMPLEMENT AND MONITOR CHANGE THAT FACILITATES BOTH WILDLIFE CONSERVATION AND THRIVING RURAL COMMUNITIES."
63,"Darren","not vetted",NA,"not vetted",63,"COSTA B;PANTOJA D;SOUSA H;DE ;QUEIROZ T;COLLI G",2020,"LONGTERM FIREINDUCED CHANGES IN HABITAT STRUCTURE AND MICROCLIMATE AFFECT CERRADO LIZARD COMMUNITIES","BIODIVERSITY AND CONSERVATION","29","1659-1681","1659-1681","10.1007/s10531-019-01892-8","FIRE TRANSFORMS THE STRUCTURE OF NATURAL HABITATS AND, CONSEQUENTLY, MODIFIES MICROCLIMATES AFFECTING ECTOTHERM ORGANISMS THAT ARE PARTICULARLY SUSCEPTIBLE TO CHANGES IN THE THERMAL ENVIRONMENT. NEVERTHELESS, THE EFFECTS OF FIRE-INDUCED MICROCLIMATIC SHIFTS UPON NATURAL POPULATIONS HAVE BEEN NEGLECTED. WE MEASURED THE CENTRAL TENDENCY AND VARIATION OF HABITAT STRUCTURAL AND MICROCLIMATIC VARIABLES IN EXPERIMENTAL PLOTS OF NEOTROPICAL SAVANNA VEGETATION SUBJECTED TO DIFFERENT FIRE REGIMES AND ASSESSED THEIR EFFECTS UPON LIZARD COMMUNITY STRUCTURE. IN ADDITION, WE EVALUATED THE UNDERLYING MECHANISMS LINKING FIRE-INDUCED ENVIRONMENTAL CHANGES TO COMMUNITY STRUCTURE, BY COMPARING LIZARD BODY CONDITION AND SURVIVAL BETWEEN DIFFERENT FIRE REGIMES. FIRE SUPPRESSION PROMOTED INCREASED TREE DENSITY, CANOPY COVER AND LEAF-LITTER WEIGHT, WHEREAS BURNING HAD THE OPPOSITE EFFECTS, REDUCING THE HABITAT STRUCTURAL COMPLEXITY. THE BEST PREDICTORS OF FIRE REGIMES WERE MEANS OF STRUCTURAL VARIABLES, BUT VARIANCES OF MICROCLIMATIC VARIABLES, AND THE REDUCED STRUCTURAL COMPLEXITY OF BURNED PLOTS BOTH INCREASED AND DECREASED THE VARIATION OF MICROCLIMATIC VARIABLES. LIZARD COMMUNITY STRUCTURE WAS CHIEFLY DESCRIBED BY A GRADIENT OF DECREASING TREE DENSITY, CANOPY COVER AND LEAF LITTER WEIGHT WITH INCREASING FIRE SEVERITY. ABOUT HALF OF THE LIZARD SPECIES WERE FAVORED IN THE FIRE-PROTECTED PLOT, WHILE THE OTHER HALF WAS FAVORED IN THE BURNED PLOTS, WITH MOST OF THE VARIATION BEING EXPLAINED BY STRUCTURAL VARIABLES. LIZARD BODY CONDITION AND SURVIVAL RATES WERE NOT AFFECTED BY FIRE REGIMES, SUGGESTING A DOMINANT ROLE OF THERMOREGULATION OPPORTUNITIES AFFORDED BY HABITAT STRUCTURE-INSTEAD OF FOOD AVAILABILITY OR PREDATION RATES-UPON COMMUNITY STRUCTURE. OUR FINDINGS INDICATE THAT EVEN SPORADIC FIRES CAN HAVE PROFOUND EFFECTS UPON LIZARD COMMUNITIES AND THAT PROTECTING SOME HABITAT PATCHES FROM BURNING IS ESSENTIAL TO MAXIMIZE LIZARD DIVERSITY IN CERRADO LANDSCAPES."
65,"Darren","not vetted",NA,"not vetted",65,"CARTWRIGHT L;TAYLOR D;WILSON P",2014,"URBAN NOISE AFFECTS SONG STRUCTURE AND DAILY PATTERNS OF SONG PRODUCTION IN REDWINGED BLACKBIRDS AGELAIUS PHOENICEUS","URBAN ECOSYSTEMS","17","561-572","561-572","10.1007/s11252-013-0318-z","TRAFFIC NOISE IS BECOMING A MORE PROMINENT FIXTURE IN URBAN ENVIRONMENTS AS CITIES AND HIGHWAYS EXPAND TO ACCOMMODATE THE GROWING HUMAN POPULATION. BIRDS, IN PARTICULAR, RELY HEAVILY ON VOCAL COMMUNICATION AND HAVE RECENTLY BEEN SHOWN TO CHANGE THE STRUCTURE OF THEIR SIGNALS IN RESPONSE TO ENVIRONMENTAL NOISE. OUR OBJECTIVE WAS TO DETERMINE THE IMPACT OF TRAFFIC NOISE ON RED-WINGED BLACKBIRD (AGELAIUS PHOENICEUS) SONG STRUCTURE AND SONG TIMING. WE RECORDED BIRD SONGS USING A DIRECTIONAL MICROPHONE AND INSTALLED PERMANENT RECORDING DEVICES TO MONITOR DAILY SONG PATTERNS AT BOTH HIGH TRAFFIC NOISE SITES AND LOW TRAFFIC NOISE SITES THROUGHOUT SOUTHERN ONTARIO, CANADA. OUR RESULTS INDICATE THAT AT SITES WITH HIGH TRAFFIC NOISE, RED-WINGED BLACKBIRDS SING SONGS WITH FEWER INTRODUCTORY SYLLABLES, WHICH ARE AN IMPORTANT COMPONENT OF INDIVIDUAL RECOGNITION AND REPERTOIRE FORMATION. IN ADDITION, THE TYPICAL DIURNAL SINGING PATTERN OF BIRDS ASSOCIATED WITH NOISY URBAN SITES IS MORE HOMOGENEOUS THAN THAT OF BIRDS ASSOCIATED WITH QUIET RURAL MARSHES. IN THE EARLY MORNING AND EVENING, SINGING EFFORT WAS HIGHER AT RURAL SITES THAN AT URBAN SITES, WHILE IN THE MIDDAY SINGING EFFORT AT URBAN SITES WAS HIGHER THAN AT RURAL SITES. BIRDS AT OUR NOISY URBAN SITES APPEAR TO BE AVOIDING ACOUSTIC MASKING BY INCREASING SONG PRODUCTION DURING THE QUIET PART OF THE DAY AND DECREASING SONG PRODUCTION DURING THE NOISY RUSH HOUR PERIODS. BASED ON OUR RESULTS, URBAN NOISE IS IMPACTING COMMUNICATION STRUCTURE AND THE DAILY PATTERN OF SONG PRODUCTION IN A MARSH-NESTING SPECIES. THESE RESULTS HAVE IMPORTANT IMPLICATIONS FOR AVIAN CONSERVATION AND LAND USE PLANNING FOR URBAN DEVELOPMENT."
68,"Darren","not vetted",NA,"not vetted",68,"SHIER D;LEA A;OWEN M",2012,"BEYOND MASKING ENDANGERED STEPHENS KANGAROO RATS RESPOND TO TRAFFIC NOISE WITH FOOTDRUMMING","BIOLOGICAL CONSERVATION","150","53-58","53-58","10.1016/j.biocon.2012.03.007","ON-ROAD VEHICLES HAVE BECOME A PERVASIVE SOURCE OF LOW FREQUENCY NOISE IN BOTH URBAN ENVIRONMENTS AND NATURAL PROTECTED AREAS. BECAUSE MANY SPECIES RELY ON LOW-FREQUENCY SIGNALS TO COMMUNICATE WITH CONSPECIFICS, THEY ARE LIKELY TO BE ESPECIALLY VULNERABLE TO SIGNAL MASKING AND THE CONCOMITANT BIOLOGICAL EFFECTS ASSOCIATED WITH EXPOSURE TO TRAFFIC NOISE. HERE, WE SHOW THAT THE SPECTRAL CHARACTERISTICS OF TRAFFIC NOISE OVERLAP EXTENSIVELY WITH FOOTDRUMMING SIGNALS OF THE ENDANGERED STEPHENS' KANGAROO RAT (DIPODOMYS STEPHENSI; SKR). PLAYBACKS OF FOOTDRUMMING OVERLAID WITH EXPERIMENTAL AND CONTROL BACKGROUND NOISES INDICATE THAT TRAFFIC NOISE MASKS AND MAY MIMIC FOOTDRUMMING SIGNALS. SKR SHOWED NO RESPONSE TO FOOTDRUMMING PLAYBACKS OVERLAID WITH TRAFFIC NOISE. YET, TRAFFIC NOISE ITSELF MAY MIMIC FOOTDRUMMING AND PROMPT A FALSE RESPONSE IN SKR - PLAYBACKS OF TRAFFIC NOISE ALONE AND FOOTDRUMMING OVERLAID WITH CONTROL SOUNDS ELICITED SIMILAR BEHAVIORAL RESPONSES. THESE RESULTS PROVIDE THE FIRST EVIDENCE THAT ANTHROPOGENIC NOISE MAY FUNCTION AS A DECEPTIVE SIGNAL TO WILDLIFE, CAUSING ANIMALS TO ENGAGE IN FALSE RESPONSES THAT MAY BE ENERGETICALLY AND BIOLOGICALLY COSTLY. MORE BROADLY, THESE RESULTS INDICATE THAT ANTHROPOGENIC NOISE CAN HAVE MULTIPLE, CONCURRENT EFFECTS. FOR SKR, THE COMBINED EFFECTS OF COMMUNICATION DISRUPTION AND SIGNAL DECEPTION MAY FURTHER TAX ALREADY ENDANGERED POPULATIONS. ROADS AND ROAD MARGINS ON AND OFF RESERVES SERVE AS DISPERSAL CORRIDORS AND REFUGIA FOR SKR AND OTHER SEMIFOSSORIAL TAXA: THESE AREAS MAY THEREFORE FUNCTION AS ECOLOGICAL TRAPS IF ANTHROPOGENIC ROADWAY NOISE NEGATIVELY AFFECTS POPULATION PERSISTENCE. (C) 2012 ELSEVIER LTD. ALL RIGHTS RESERVED."
69,"Darren","not vetted",NA,"not vetted",69,"CAMPERA M;PHELPS M;BESNARD F;BALESTRI M;EPPLEY T;NIJMAN V;DONATI G",2019,"DOES FOREST MANAGEMENT AND RESEARCHERS PRESENCE REDUCE HUNTING AND FOREST EXPLOITATION BY LOCAL COMMUNITIES IN TSITONGAMBARIKA SOUTHEAST MADAGASCAR","ORYX","53","677-686","677-686","10.1017/S0030605317001211","HUNTING OF WILDLIFE IS ONE OF THE MAJOR THREATS TO BIODIVERSITY. FOR EFFECTIVE CONSERVATION PROGRAMMES IN COUNTRIES WHERE HUNTING AND SHIFTING AGRICULTURE ARE THE MAIN SOURCES OF SUBSISTENCE, FOREST MANAGEMENT SHOULD AIM TO REDUCE HUNTING PRESSURE AND FOREST EXPLOITATION. THE PRESENCE OF RESEARCHERS HAS BEEN PROMOTED AS ONE OF THE MAIN WAYS TO MITIGATE ANTHROPOGENIC PRESSURES ON WILDLIFE POPULATIONS. OUR AIM WAS TO TEST WHETHER LOCAL MANAGEMENT AND THE ESTABLISHMENT OF A RESEARCH STATION HAD A ROLE IN DECREASING FOREST EXPLOITATION BY LOCAL PEOPLE LIVING ADJACENT TO A RECENTLY PROTECTED AREA IN SOUTH-EAST MADAGASCAR. WE INTERVIEWED LOCAL PEOPLE FROM NINE VILLAGES AT VARIOUS DISTANCES FROM THE RECENTLY ESTABLISHED RESEARCH STATION OF AMPASY, IN THE NORTHERNMOST PORTION OF THE TSITONGAMBARIKA PROTECTED AREA, TO EXPLORE HOW PEOPLE USE THE FOREST, WITH A PARTICULAR FOCUS ON HUNTING. WE ALSO PERFORMED TRANSECT SURVEYS TO ESTIMATE SNARE AND LEMUR ENCOUNTER RATES BEFORE LOCAL FOREST MANAGEMENT BEGAN, AT THE ESTABLISHMENT OF THE RESEARCH STATION, AND 1 YEAR AFTER. THE IMPACT OF LOCAL COMMUNITIES ON THE FOREST SEEMS TO HAVE DECREASED SINCE THE BEGINNING OF FOREST MANAGEMENT, WITH A FURTHER DECREASE SINCE THE ESTABLISHMENT OF THE RESEARCH STATION. PARTICIPANTS FROM VILLAGES NOT INVOLVED IN THE LOCAL MANAGEMENT WERE MORE RELUCTANT TO DECLARE THEIR ILLEGAL ACTIVITIES. WE CONCLUDE THAT A COMBINATION OF LOCAL MANAGEMENT AND RELATED ACTIVITIES (E.G. INSTALLATION OF A RESEARCH STATION) CAN ASSIST IN TEMPORARILY REDUCING FOREST EXPLOITATION BY LOCAL COMMUNITIES; HOWEVER, COMMUNITY NEEDS AND CONSERVATION PLANS SHOULD BE INTEGRATED TO MAINTAIN LONG-TERM BENEFITS."
74,"Darren","not vetted",NA,"not vetted",74,"HAMEL S;KILLENGREEN S;HENDEN J;YOCCOZ N;IMS R",2013,"DISENTANGLING THE IMPORTANCE OF INTERSPECIFIC COMPETITION FOOD AVAILABILITY AND HABITAT IN SPECIES OCCUPANCY RECOLONIZATION OF THE ENDANGERED FENNOSCANDIAN ARCTIC FOX","BIOLOGICAL CONSERVATION","160","114-120","114-120","10.1016/j.biocon.2013.01.011","ECOSYSTEMS ALTERATIONS CAN PROFOUNDLY AFFECT SPECIES OCCURRENCE AND DISTRIBUTION, THEREBY INFLUENCING TROPHIC AND/OR COMPETITIVE INTERACTIONS. ARCTIC FOXES HAVE BEEN FULLY PROTECTED IN FENNOSCANDIA FOLLOWING THEIR DRASTIC DECLINE IN THE EARLY 19TH CENTURY, AND THEIR LACK OF RECOVERY HAS BEEN HYPOTHESIZED TO RESULT FROM INCREASED INTERSPECIFIC COMPETITION WITH RED FOXES THAT HAVE COLONIZED THE ARCTIC FOX'S RANGE AND/OR CHANGES IN PREY DYNAMICS DUE TO INCREASED VARIATION IN CLIMATIC CONDITIONS. WE USED A LARGE-SCALE SPATIOTEMPORAL STUDY COMBINED WITH AN EXTENSIVE RED FOX REMOVAL INTERVENTION TO TEST THESE TWO HYPOTHESES BY EVALUATING THE RELATIVE IMPORTANCE OF DIVERSE ENVIRONMENTAL FACTORS AFFECTING THE RECOLONIZATION OF ARCTIC FOXES IN NORTHERN NORWAY. ARCTIC FOXES WERE NEVER OBSERVED AT SITES WHERE JUST A FEW DAILY OBSERVATIONS OF RED FOXES WERE RECORDED, AND THE PROBABILITY OF RECOLONIZATION WAS ZERO AT SITES WHERE NO RED FOX WAS REMOVED. THE PROBABILITY OF RECOLONIZATION INCREASED WHEN LEMMING ABUNDANCE WAS VERY HIGH, BUT THE RELATIVE IMPORTANCE OF THIS VARIABLE WAS HALF THAT OF RED FOXES. THUS, OUR RESULTS LEND SUPPORT TO BOTH HYPOTHESES, BUT THEY CLEARLY HIGHLIGHT THE PRESENCE OF RED FOXES AS THE FACTOR MOST LIMITING ARCTIC FOX RECOLONIZATION IN THIS PART OF ITS DISTRIBUTION. AS THE ABUNDANCE OF ARCTIC FOXES HAS REMAINED EXTREMELY LOW EVEN AFTER MORE THAN 70 YEARS OF FULL PROTECTION, DIRECT CONSERVATION ACTIONS SEEM TO BE NEEDED TO PROMOTE THE RECOVERY OF ARCTIC FOX POPULATIONS. OUR RESEARCH THEREFORE HIGHLIGHTS THAT CONSERVATION ACTIONS TARGETING A MAJOR REDUCTION IN RED FOX NUMBERS ARE NEEDED BECAUSE THE COMPETITIVE INTERACTION WITH RED FOXES IS THE MOST IMPORTANT FACTOR LIMITING RECOLONIZATION OF THIS SPECIES. (C) 2013 ELSEVIER LTD. ALL RIGHTS RESERVED."
75,"Darren","not vetted",NA,"not vetted",75,"DOOHAN B;KEMP J;FULLER S",2019,"DIVERSITY FAVOURS THE OLD METRICS OF AVIAN DIVERSITY INCREASE IN AGING REGROWTH ACACIA WOODLANDS OF SEMIARID EASTERN AUSTRALIA","GLOBAL ECOLOGY AND CONSERVATION","20",NA,NA,"10.1016/j.gecco.2019.e00798","UNDERSTANDING HOW NATIVE FAUNA USE REGROWTH VEGETATION IS CRITICAL BECAUSE OF INCREASED LAND CLEARING RATES AND BIODIVERSITY LOSS, YET IT REMAINS POORLY STUDIED IN AUSTRALIA'S SEMI-ARID REGIONS. THE AIM OF THIS STUDY WAS TO USE ACOUSTIC SENSORS TO MONITOR AVIAN DIVERSITY IN THREE DIFFERENT AGE CLASSES (NEW REGROWTH <15 YEARS, INTERMEDIATE REGROWTH 15-30 YEARS, AND OLD GROWTH >30 YEARS) OF ACACIA DOMINATED, PREDOMINATELY MULGA (ACACIA ANEURA) WOODLANDS IN THE MULGA LANDS BIOREGION OF SOUTH-WEST QUEENSLAND. WE FOUND THAT SPECIES RICHNESS (SR), FUNCTIONAL DIVERSITY (FD) AND PHYLOGENETIC DIVERSITY (PD) INCREASED WITH TIME SINCE LAST CLEARANCE, WITH STATISTICALLY SIGNIFICANT DIFFERENCES BETWEEN NEW REGROWTH AND OLD GROWTH. GENERALISED LINEAR MODELS SHOWED THAT TREE COVER WAS A SIGNIFICANT PREDICATOR OF SR, FD AND PD. A NON-METRIC MULTIDIMENSIONAL SCALING ANALYSIS REVEALED THAT SPECIES COMPOSITION WAS MORE SIMILAR WITHIN THAN BETWEEN AGE CLASSES. EACH AGE CLASS HAD UNIQUE SPECIES, YET INTERMEDIATE REGROWTH AND OLD GROWTH SHARED A LARGE NUMBER OF SPECIES SUGGESTING A CONVERGENCE IN SPECIES COMPOSITION. THE RESULTS OF THIS STUDY SHOW THAT WHILE OLD GROWTH VEGETATION SUSTAINS THE HIGHEST LEVEL OF BIODIVERSITY, INTERMEDIATE AND NEW REGROWTH STILL SUPPORT A RANGE OF BIRD SPECIES. THEREFORE, REGROWTH MULGA VEGETATION REPRESENTS IMPORTANT HABITAT FOR AVIAN BIODIVERSITY IN SEMI-ARID WESTERN QUEENSLAND AND SHOULD BE PROTECTED. (C) 2019 THE AUTHORS. PUBLISHED BY ELSEVIER B.V. THIS IS AN OPEN ACCESS ARTICLE UNDER THE CC BY-NC-ND LICENSE (HTTP://CREATIVECOMMONS.ORG/LICENSES/BY-NC-ND/4.0/)."
76,"Darren","not vetted",NA,"not vetted",76,"CAMPOS R;HERNANDEZ M",2015,"CHANGES IN THE DYNAMICS OF FUNCTIONAL GROUPS IN COMMUNITIES OF DUNG BEETLES IN ATLANTIC FOREST FRAGMENTS ADJACENT TO TRANSGENIC MAIZE CROPS","ECOLOGICAL INDICATORS","49","216-227","216-227","10.1016/j.ecolind.2014.09.043","WE INVESTIGATED THE COMPOSITION AND STRUCTURE OF DUNG BEETLE COMMUNITIES (COLEOPTERA, SCARABAEIDAE, SCARABAEINAE) INHABITING AREAS OF FOREST FRAGMENTS NEXT TO EITHER CONVENTIONAL OR BT-TRANSGENIC MAIZE CROPS. THE PURPOSE OF THE STUDY WAS TO EXAMINE POSSIBLE IMPACTS OF TRANSGENIC PLANTS ON NON-TARGET ORGANISMS ASSOCIATED WITH MAMMALS THROUGH THEIR FOOD CHAIN. IN FEBRUARY 2011, WE COLLECTED A TOTAL OF 1502 BEETLES BELONGING TO 33 SPECIES IN CAMPOS NOVOS, SANTA CATARINA STATE (SC), BRAZIL. BEETLES WERE CAPTURED USING 200 PITFALL TRAPS DISTRIBUTED AMONG 20 FOREST FRAGMENTS, 10 FRAGMENTS IN EACH SITE TYPE (ADJACENT TO CONVENTIONAL VS. BT CROPS). IN THE FRAGMENTS ADJACENT TO CONVENTIONAL MAIZE, 805 DUNG BEETLES FROM 27 SPECIES WERE COLLECTED. IN THE FRAGMENTS ADJACENT TO BT-TRANSGENIC MAIZE, 697 DUNG BEETLES FROM 27 SPECIES WERE CAUGHT. DUNG BEETLE COMMUNITY COMPOSITION WAS AFFECTED BY FRAGMENT SIZE AND ENVIRONMENTAL COMPLEXITY, AND BY DISTANCE BETWEEN FRAGMENTS. HOWEVER, IT DID NOT EXPLAIN THE DIFFERENCES RELATED TO THE TWO CROP TYPES, I.E., THE FUNCTIONAL GROUP OF DWELLERS WAS SIGNIFICANTLY OVER-REPRESENTED IN THE FRAGMENTS SURROUNDED BY TRANSGENIC MAIZE. HENCE, THE DWELLER SPECIES EURYSTERNUS FRANCINAE AND EURYSTERNUS PARALLELUS WERE MORE FREQUENT AND ABUNDANT IN FRAGMENTS LOCATED NEAR THE TRANSGENIC MAIZE, WHILE THE TUNNELER SPECIES ONTHOPHAGUS TRISTIS, UROXYS TERMINALIS, ONTHERUS SULCATOR AND THE ROLLER SPECIES CANTHON LIVIDUS SEMINITENS WERE MORE FREQUENT AND ABUNDANT IN FRAGMENTS SURROUNDED BY CONVENTIONAL MAIZE. THIS OBSERVED IMPACT OF TRANSGENIC CROPS ON FUNCTIONAL GROUP DYNAMICS WITHIN DUNG BEETLE COMMUNITIES COULD POTENTIALLY LEAD TO IMPAIRED CAPACITY FOR FECES REMOVAL, SEED DISPERSAL, EDAPHIC AERATION, AND INCORPORATION OF ORGANIC MATTER IN THE SOIL IN THESE AREAS, AS SUCH ECOSYSTEM SERVICES ARE NOT PERFORMED BY THE DOMINANT FUNCTIONAL GROUP (I.E., DWELLERS). (C) 2014 THE AUTHORS. PUBLISHED BY ELSEVIER LTD."
78,"Darren","not vetted",NA,"not vetted",78,"YALCIN S;LEROUX S",2018,"AN EMPIRICAL TEST OF THE RELATIVE AND COMBINED EFFECTS OF LANDCOVER AND CLIMATE CHANGE ON LOCAL COLONIZATION AND EXTINCTION","GLOBAL CHANGE BIOLOGY","24","3849-3861","3849-3861","10.1111/gcb.14169","LAND-COVER AND CLIMATE CHANGE ARE TWO MAIN DRIVERS OF CHANGES IN SPECIES RANGES. YET, THE MAJORITY OF STUDIES INVESTIGATING THE IMPACTS OF GLOBAL CHANGE ON BIODIVERSITY FOCUS ON ONE GLOBAL CHANGE DRIVER AND USUALLY USE SIMULATIONS TO PROJECT BIODIVERSITY RESPONSES TO FUTURE CONDITIONS. WE CONDUCT AN EMPIRICAL TEST OF THE RELATIVE AND COMBINED EFFECTS OF LAND-COVER AND CLIMATE CHANGE ON SPECIES OCCURRENCE CHANGES. SPECIFICALLY, WE EXAMINE WHETHER OBSERVED LOCAL COLONIZATION AND EXTINCTIONS OF NORTH AMERICAN BIRDS BETWEEN 1981-1985 AND 2001-2005 ARE CORRELATED WITH LAND-COVER AND CLIMATE CHANGE AND WHETHER BIRD LIFE HISTORY AND ECOLOGICAL TRAITS EXPLAIN INTERSPECIFIC VARIATION IN OBSERVED OCCURRENCE CHANGES. WE FIT LOGISTIC REGRESSION MODELS TO TEST THE IMPACT OF PHYSICAL LAND-COVER CHANGE, CHANGES IN NET PRIMARY PRODUCTIVITY, WINTER PRECIPITATION, MEAN SUMMER TEMPERATURE, AND MEAN WINTER TEMPERATURE ON THE PROBABILITY OF ONTARIO BREEDING BIRD LOCAL COLONIZATION AND EXTINCTION. MODELS WITH CLIMATE CHANGE, LAND-COVER CHANGE, AND THE COMBINATION OF THESE TWO DRIVERS WERE THE TOP RANKED MODELS OF LOCAL COLONIZATION FOR 30\%, 27\%, AND 29\% OF SPECIES, RESPECTIVELY. CONVERSELY, MODELS WITH CLIMATE CHANGE, LAND-COVER CHANGE, AND THE COMBINATION OF THESE TWO DRIVERS WERE THE TOP RANKED MODELS OF LOCAL EXTINCTION FOR 61\%, 7\%, AND 9\% OF SPECIES, RESPECTIVELY. THE QUANTITATIVE IMPACTS OF LAND-COVER AND CLIMATE CHANGE VARIABLES ALSO VARY AMONG BIRD SPECIES. WE THEN FIT LINEAR REGRESSION MODELS TO TEST WHETHER THE VARIATION IN REGIONAL COLONIZATION AND EXTINCTION RATE COULD BE EXPLAINED BY MEAN BODY MASS, MIGRATORY STRATEGY, AND HABITAT PREFERENCE OF BIRDS. OVERALL, SPECIES TRAITS WERE WEAKLY CORRELATED WITH HETEROGENEITY IN SPECIES OCCURRENCE CHANGES. WE PROVIDE EMPIRICAL EVIDENCE SHOWING THAT LAND-COVER CHANGE, CLIMATE CHANGE, AND THE COMBINATION OF MULTIPLE GLOBAL CHANGE DRIVERS CAN DIFFERENTIALLY EXPLAIN OBSERVED SPECIES LOCAL COLONIZATION AND EXTINCTION."
79,"Darren","not vetted",NA,"not vetted",79,"MCCARTHY J;WIBISONO H;MCCARTHY T;ANDAYANI N",2015,"ASSESSING THE DISTRIBUTION AND HABITAT USE OF FOUR FELID SPECIES IN BUKIT BARISAN SELATAN NATIONAL PARK SUMATRA INDONESIA","GLOBAL ECOLOGY AND CONSERVATION","3","210-221","210-221","10.1016/j.gecco.2014.11.009","THERE HAVE BEEN FEW TARGETED STUDIES OF SMALL FELIDS IN SUMATRA AND THERE IS LITTLE INFORMATION ON THEIR ECOLOGY. AS A RESULT THERE ARE NO SPECIFIC MANAGEMENT PLANS FOR THE SPECIES ON SUMATRA. WE EXAMINED DATA FROM A LONG-TERM CAMERA TRAPPING EFFORT, AND USED MAXIMUM ENTROPY MODELING TO ASSESS THE HABITAT USE AND DISTRIBUTION OF SUNDA CLOUDED LEOPARDS (NEOFELIS DIARDI), ASIATIC GOLDEN CATS (PARDOFELIS TEMMINCKII), LEOPARD CATS (PRIONAILURUS BENGALENSIS), AND MARBLED CATS (PARDOFELIS MARMORATA) IN BUKIT BARISAN SELATAN NATIONAL PARK. OVER A PERIOD OF 34,166 TRAP NIGHTS THERE WERE LOW PHOTO RATES (PHOTO EVENTS/100 TRAP NIGHTS) FOR ALL SPECIES; 0.30 FOR GOLDEN CATS, 0.15 FOR CLOUDED LEOPARDS, 0.10 FOR MARBLED CATS, AND 0.08 FOR LEOPARD CATS. THERE IS OVERLAP IN THE PREDICTED DISTRIBUTIONS OF CLOUDED LEOPARDS, GOLDEN CATS, AND MARBLED CATS; INDICATING AREAS OF HIGH CONSERVATION IMPORTANCE FOR THESE SPECIES WITHIN THE PARK. THE PREDICTED DISTRIBUTION OF LEOPARD CATS WAS DISCRETE FROM THE OTHER SPECIES WHICH IS IMPORTANT TO CONSIDER IN THE DEVELOPMENT OF CONSERVATION STRATEGIES. THIS STUDY PROVIDES IMPORTANT DOCUMENTATION OF SMALL FELID DISTRIBUTION IN SUMATRA, INFORMATION FOR THE DEVELOPMENT OF MANAGEMENT STRATEGIES WITHIN THE PARK, AND A BASIS UPON WHICH TO DEVELOP FUTURE RESEARCH FOR THE SPECIES. (C) 2014 THE AUTHORS. PUBLISHED BY ELSEVIER B.V."
