"STUDY_ID","REVIEWERS","INCLUDE","REVIEWERS","INCLUDE","STUDY_ID","AUTHORS","YEAR","TITLE","JOURNAL","VOLUME","LPAGES","UPAGES","DOI","ABSTRACT"
37,"Darren","not vetted",NA,"not vetted",37,"CHAMBERLAIN D;NEGRO M;CAPRIO E;ROLANDO A",2013,"ASSESSING THE SENSITIVITY OF ALPINE BIRDS TO POTENTIAL FUTURE CHANGES IN HABITAT AND CLIMATE TO INFORM MANAGEMENT STRATEGIES","BIOLOGICAL CONSERVATION","167","127-135","127-135","10.1016/j.biocon.2013.07.036","CLIMATE CHANGE HAS RESULTED IN UPWARD ELEVATIONAL SHIFTS IN THE DISTRIBUTION OF ANIMALS AND PLANTS IN MANY AREAS. THE POTENTIAL CONSEQUENCES OF SUCH CHANGES FOR ALPINE BIRD COMMUNITIES WERE ASSESSED BY MODELLING DATA ON BREEDING BIRD DISTRIBUTIONS ALONG ALTITUDINAL GRADIENTS IN THE EUROPEAN ALPS IN RELATION TO HABITAT, TOPOGRAPHY AND TEMPERATURE. MODELS WERE USED TO ASSESS SPECIES' SENSITIVITY TO POTENTIAL FUTURE ENVIRONMENTAL CHANGE BY ESTIMATING DISTRIBUTIONS UNDER A RANGE OF SCENARIOS OF HABITAT AND CLIMATE CHANGE, THEREBY IDENTIFYING LIKELY FUTURE CONSERVATION PRIORITIES. DISTRIBUTIONS OF THE MAJORITY OF FOREST OR SHRUB SPECIES REMAINED STABLE OR INCREASED IN RESPONSE TO CLIMATE CHANGE AS A RESULT OF ELEVATIONAL SHIFTS IN SUITABLE HABITATS. HOWEVER, OPEN HABITAT SPECIES MAY FACE A SEVERE DECREASE IN DISTRIBUTION AS GRASSLANDS ARE COLONISED BY FOREST AND SHRUBS, BECAUSE MUCH OF THE AREA CONSIDERED IS NOT AT A SUFFICIENT ALTITUDE TO ACCOMMODATE FURTHER ELEVATIONAL SHIFTS. THIS MAY BE EXACERBATED IF VEGETATION DEVELOPMENT IS CONSTRAINED AT HIGH ALTITUDES, LEADING TO A HABITAT `SQUEEZE' CAUSED BY AN ASYMMETRIC RESPONSE OF VEGETATION ZONES TO CLIMATE CHANGE. THESE RESULTS SUGGEST THAT GRASSLAND SPECIES MAY BE OF CONSERVATION CONCERN IN THE FUTURE, AND THAT MANAGEMENT STRATEGIES TO MAINTAIN OPENNESS SHOULD BE PRIORITISED. HOWEVER, MODEL OUTCOMES ALSO SUGGESTED SUCH MANAGEMENT MAY NOT BE SUFFICIENT FOR A NUMBER OF SPECIES IF CLIMATE CHANGE RESULTS IN A MISMATCH BETWEEN THE DISTRIBUTION OF SUITABLE CLIMATES AND SUITABLE HABITATS. THE LOSS OF OPEN HABITATS MAY THEREFORE PRESENT A SERIOUS CONSERVATION PROBLEM FOR MOUNTAIN BIODIVERSITY IN THE FUTURE. (C) 2013 ELSEVIER LTD. ALL RIGHTS RESERVED."
39,"Darren","not vetted",NA,"not vetted",39,"FARRIS S;WADDLE J;HACKETT L;MAZZOTTI F",2021,"HIERARCHICAL MODELS IMPROVE THE USE OF ALLIGATOR ABUNDANCE AS AN INDICATOR","ECOLOGICAL INDICATORS","133",NA,NA,"10.1016/j.ecolind.2021.108406","INDICATOR SPECIES ARE SPECIES WHICH CAN BE MONITORED AS AN INDEX TO MEASURE THE OVERALL HEALTH OF AN ECOSYSTEM. CROCODYLIANS HAVE BEEN SHOWN TO BE GOOD INDICATORS OF WETLAND CONDITION AS THEY RESPOND TO CHANGES IN HYDROLOGY, CAN BE EFFICIENTLY MONITORED, AND ARE A KEY PART OF ECOSYSTEM TROPHIC RELATIONSHIPS. EYE SHINE SURVEYS AT NIGHT ARE A STANDARD METHOD USED TO SAMPLE ALLIGATORS, BUT BECAUSE SOME INDIVIDUALS THAT ARE PRESENT IN A STUDY AREA MAY GO UNDETECTED AND THE PROPORTION OF INDIVIDUALS COUNTED IS NOT CONSTANT OVER TIME, APPROPRIATE MODELING IS REQUIRED TO CONVERT COUNTS TO ESTIMATES OF ABUNDANCE. WE ANALYZED 13 YEARS OF AMERICAN ALLIGATOR (ALLIGATOR MISSISSIPPIENSIS) SURVEY COUNT DATA FROM SOUTH FLORIDA USING AN N-MIXTURE MODEL. ALLIGATOR ABUNDANCE ESTIMATES WERE ASSIGNED TO QUARTILES THAT WERE THEN REPRESENTED AS COLOR CODED CATEGORIES OF RED, YELLOW, OR GREEN TO PROVIDE A STRAIGHTFORWARD RATING OF EVERGLADES RESTORATION BASED ON FAMILIAR STOPLIGHT COLORING. THESE RESULTS WERE THEN COMPARED TO A PREVIOUSLY USED METHOD IN WHICH UNADJUSTED COUNTS OF THESE SAME DATA WERE ASSIGNED TO COLOR CODED QUARTILE CATEGORIES. WATER DEPTH PLAYED A MAJOR ROLE IN THE DETECTION PROBABILITY OF ALLIGATORS AND THE STOPLIGHT COLORS BETWEEN THE TWO METHODS MATCHED 76\% OF THE TIME. THIS SUGGESTS THAT THE ORIGINAL STOPLIGHT SCORE METHOD PROVIDED A GOOD OVERALL SNAPSHOT OF THE TRENDS IN ALLIGATOR ABUNDANCE IN THE EVERGLADES; HOWEVER, THE HIERARCHICAL MODELS ESTIMATE ABUNDANCE AND TRENDS OF ALLIGATOR ABUNDANCE BY INCORPORATING DETECTION PROBABILITY THUS PROVIDING UNBIASED ESTIMATES OF ABUNDANCE."
52,"Darren","not vetted",NA,"not vetted",52,"DOMBROSKI J;PARKS S;NOWACEK D",2021,"DIVE BEHAVIOR OF NORTH ATLANTIC RIGHT WHALES ON THE CALVING GROUND IN THE SOUTHEAST USA IMPLICATIONS FOR CONSERVATION","ENDANGERED SPECIES RESEARCH","46","35-48","35-48","10.3354/esr01141","THE NORTH ATLANTIC RIGHT WHALE EUBALAENA GLACIALIS IS A CRITICALLY ENDANGERED WHALE WHOSE HABITAT OVERLAPS WITH AREAS OF HIGH HUMAN USE. ON FEEDING GROUNDS, ASPECTS OF ITS BEHAVIOR INCREASE THE VULNERABILITY OF THIS SPECIES TO ANTHROPOGENIC THREATS SUCH AS ENTANGLEMENT IN FISHING GEAR AND VESSEL STRIKES. ON THE CALVING GROUND, NATURAL DIVE BEHAVIOR AND THE IMPLICATIONS FOR CONSERVATION EFFORTS IN THIS SPECIES REMAIN TO BE EVALUATED. IN THIS STUDY, WE USED 102.17 H OF TAG DATA COLLECTED OVER 15 DEPLOYMENTS OF ARCHIVAL TAGS ON 14 INDIVIDUALS TO DESCRIBE THE DIVE BEHAVIOR OF RIGHT WHALES IN THE SOUTHEAST USA. LACTATING FEMALES SPENT UP TO 80\% OF THE TIME AT DEPTHS = 3.5 M, LEADING TO INCREASED RISK OF VESSEL STRIKE COMPARED TO OTHER WHALE GROUPS THAT SPENT A MAXIMUM OF 30\% OF THE TIME AT THOSE DEPTHS IN THIS HABITAT. NON-LACTATING WHALES HAD SIGNIFICANTLY DEEPER MAXIMUM DIVE DEPTHS (12.1 M) THAN LACTATING FEMALES (7.3 M) AND SPENT MORE TIME IN THE BOTTOM PHASE OF DIVES, CLOSER TO THE SEA FLOOR (45 VS. 37\% OF THE DIVE DURATION, RESPECTIVELY). TIME SPENT CLOSER TO THE SEA FLOOR INCREASES THE PROBABILITY OF INTERACTION WITH FISHING GEAR. THEREFORE, THESE DIVE DATA ARE USEFUL TO JUSTIFY SEASONAL CLOSURES OF FISHING ACTIVITY ON THE CALVING GROUND TO PROTECT BOTH LACTATING AND NON-LACTATING WHALES. OPPORTUNISTIC COMPARISONS REVEALED THAT DIEL PERIOD, CALF PRESENCE AND CALF AGE AFFECT DIVE BEHAVIOR OF FEMALE RIGHT WHALES. IN THE FACE OF THE IMPACTS OF ANTHROPOGENIC MORTALITY ON RIGHT WHALE POPULATIONS, THESE RESULTS WILL AID VESSEL STRIKE AND ENTANGLEMENT RISK ASSESSMENT ON THE SOUTHEAST USA CALVING GROUND."
54,"Darren","not vetted",NA,"not vetted",54,"VITERBI R;CERRATO C;BIONDA A",2020,"EFFECTS OF TEMPERATURE RISE ON MULTITAXA DISTRIBUTIONS IN MOUNTAIN ECOSYSTEMS","DIVERSITY-BASEL","12",NA,NA,"10.3390/d12060210","MOUNTAIN BIODIVERSITY IS ASSOCIATED WITH RARE AND FRAGILE BIOTA THAT ARE HIGHLY SENSITIVE TO CLIMATE CHANGE. TO ESTIMATE THE VULNERABILITY OF BIODIVERSITY TO TEMPERATURE RISE, LONG-TERM FIELD DATA ARE CRUCIAL. SPECIES DISTRIBUTION MODELS ARE AN ESSENTIAL TOOL, IN PARTICULAR FOR INVERTEBRATES, FOR WHICH DETAILED INFORMATION ON SPATIAL AND TEMPORAL DISTRIBUTIONS IS LARGELY MISSING. WE APPLIED PRESENCE-ONLY DISTRIBUTION MODELS TO FIELD DATA OBTAINED FROM A SYSTEMATIC SURVEY OF 5 TAXA (BIRDS, BUTTERFLIES, CARABIDS, SPIDERS, STAPHYLINIDS), MONITORED IN THE NORTHWESTERN ITALIAN ALPS. WE ESTIMATED THE EFFECTS OF A MODERATE TEMPERATURE INCREASE ON THE MULTI-TAXA DISTRIBUTIONS. ONLY SMALL CHANGES IN THE OVERALL BIODIVERSITY PATTERNS EMERGED, BUT WE OBSERVED SIGNIFICANT DIFFERENCES BETWEEN GROUPS OF SPECIES AND ALONG THE ALTITUDINAL GRADIENT. THE EFFECTS OF TEMPERATURE INCREASE COULD BE MORE PRONOUNCED FOR SPIDERS AND BUTTERFLIES, AND PARTICULARLY DETRIMENTAL FOR HIGH-ALTITUDE SPECIES. WE OBSERVED SIGNIFICANT CHANGES IN COMMUNITY COMPOSITION AND SPECIES RICHNESS, ESPECIALLY IN THE ALPINE BELT, BUT A CLEAR SEPARATION BETWEEN VEGETATION LEVELS WAS RETAINED ALSO IN THE WARMING SCENARIOS. OUR CONSERVATIVE APPROACH SUGGESTS THAT EVEN A MODERATE TEMPERATURE INCREASE (ABOUT 1 DEGREES C) COULD INFLUENCE ANIMAL BIODIVERSITY IN MOUNTAIN ECOSYSTEMS: ONLY LONG-TERM FIELD DATA CAN PROVIDE THE INFORMATION TO IMPROVE QUANTITATIVE PREDICTIONS, ALLOWING US TO READILY IDENTIFY THE MOST INFORMATIVE SIGNALS OF FORTHCOMING CHANGES."
58,"Darren","not vetted",NA,"not vetted",58,"VEGTER A;BARLETTA M;BECK C;BORRERO J;BURTON H;CAMPBELL M;COSTA M;ERIKSEN M;ERIKSSON C;ESTRADES A;GILARDI K;HARDESTY B;IVAR D;SUL J;LAVERS J;LAZAR B;LEBRETON L;NICHOLS W;RIBIC C;RYAN P;SCHUYLER Q;SMITH S;TAKADA H;TOWNSEND K;WABNITZ C;YOUNG L;HAMANN M",2014,"GLOBAL RESEARCH PRIORITIES TO MITIGATE PLASTIC POLLUTION IMPACTS ON MARINE WILDLIFE","ENDANGERED SPECIES RESEARCH","25","225-247","225-247","10.3354/esr00623","MARINE WILDLIFE FACES A GROWING NUMBER OF THREATS ACROSS THE GLOBE, AND THE SURVIVAL OF MANY SPECIES AND POPULATIONS WILL BE DEPENDENT ON CONSERVATION ACTION. ONE THREAT IN PARTICULAR THAT HAS EMERGED OVER THE LAST 4 DECADES IS THE POLLUTION OF OCEANIC AND COASTAL HABITATS WITH PLASTIC DEBRIS. THE INCREASED OCCURRENCE OF PLASTICS IN MARINE ECOSYSTEMS MIRRORS THE INCREASED PREVALENCE OF PLASTICS IN SOCIETY, AND REFLECTS THE HIGH DURABILITY AND PERSISTENCE OF PLASTICS IN THE ENVIRONMENT. IN AN EFFORT TO GUIDE FUTURE RESEARCH AND ASSIST MITIGATION APPROACHES TO MARINE CONSERVATION, WE HAVE GENERATED A LIST OF 16 PRIORITY RESEARCH QUESTIONS BASED ON THE EXPERT OPINIONS OF 26 RESEARCHERS FROM AROUND THE WORLD, WHOSE RESEARCH EXPERTISE SPANS SEVERAL DISCIPLINES, AND COVERS EACH OF THE WORLD'S OCEANS AND THE TAXA MOST AT RISK FROM PLASTIC POLLUTION. THIS PAPER HIGHLIGHTS A GROWING CONCERN RELATED TO THREATS POSED TO MARINE WILDLIFE FROM MICROPLASTICS AND FRAGMENTED DEBRIS, THE NEED FOR DATA AT SCALES RELEVANT TO MANAGEMENT, AND THE URGENT NEED TO DEVELOP INTERDISCIPLINARY RESEARCH AND MANAGEMENT PARTNERSHIPS TO LIMIT THE RELEASE OF PLASTICS INTO THE ENVIRONMENT AND CURB THE FUTURE IMPACTS OF PLASTIC POLLUTION."
59,"Darren","not vetted",NA,"not vetted",59,"CROOKES D;BLIGNAUT J",2019,"AN APPROACH TO DETERMINE THE EXTINCTION RISK OF EXPLOITED POPULATIONS","JOURNAL FOR NATURE CONSERVATION","52",NA,NA,"10.1016/j.jnc.2019.125750","WE PROPOSE A METHOD FOR ASSESSING THE PERSISTENCE OF SPECIES WHERE THE RESOURCE IS HARVESTED. FOUR SUSTAINABILITY MEASURES ARE EMPLOYED, NAMELY A POPULATION MEASURE, A HARVEST MEASURE, A PROFITABILITY MEASURE AND A CATCHABILITY MEASURE. THESE ARE USED TO ASSESS THE SUSTAINABILITY OF TWO NATURAL RESOURCES REPRESENTING TERRESTRIAL AND AQUATIC SPECIES, NAMELY WHITE RHINO (CERATOTHERIUM SIMUM) AND SOUTH AFRICAN ABALONE (HALIOTIS MIDAE) SPECIES, RESPECTIVELY. THE FRAMEWORK IS USED TO EVALUATE THESE TWO RESOURCES AGAINST RELEVANT LOCAL AND INTERNATIONAL PROTECTED SPECIES LISTINGS. THE RESULTS SHOW THAT THE PROPOSED FRAMEWORK PRODUCES A MORE CONSERVATIVE APPROACH TO LISTING THREATENED SPECIES, CONSISTENT WITH THE PRECAUTIONARY PRINCIPLE. THE FRAMEWORK PROVIDES A WAY OF CONDUCTING A PRECAUTIONARY ASSESSMENT OF EXTINCTION RISK UNDER CONDITIONS OF EXPLOITATION, ACROSS A RANGE OF AQUATIC AND TERRESTRIAL SPECIES. ONCE DEVELOPED, WE ALSO APPLY THIS FRAMEWORK TO SEVEN ADDITIONAL SPECIES USING A SCENARIO ANALYSIS. THE RESULTS HIGHLIGHT THE IMPORTANCE OF TAKING INTO CONSIDERATION INSTITUTIONAL FACTORS UNDER CONDITIONS OF OVEREXPLOITATION."
63,"Darren","not vetted",NA,"not vetted",63,"PLICANTI A;IACIOFANO D;BERTOCCI I;LO ;BRUTTO S",2017,"THE AMPHIPOD ASSEMBLAGES OF SABELLARIA ALVEOLATA REEFS FROM THE NW COAST OF PORTUGAL AN ACCOUNT OF THE PRESENT KNOWLEDGE NEW RECORDS AND SOME BIOGEOGRAPHIC CONSIDERATIONS","MARINE BIODIVERSITY","47","521-534","521-534","10.1007/s12526-016-0474-5","AMPHIPOD ASSEMBLAGES ASSOCIATED WITH THE BIOGENIC REEFS BUILT BY THE HONEYCOMB WORM SABELLARIA ALVEOLATA WERE STUDIED AT TWO SITES (PRAIA DA AGUDA AND BELINHO) ALONG THE NORTHWESTERN COAST OF PORTUGAL. A TOTAL OF 3909 SPECIMENS WERE COLLECTED, COMPRISING 14 DIFFERENT AMPHIPOD SPECIES. A FIRST RECORD FROM THE NORTHEASTERN ATLANTIC COAST WAS REGISTERED HERE FOR THE SPECIES CAPRELLA SANTOSROSAI, WHICH WAS, UP TO NOW, RECORDED ONLY ALONG THE MEDITERRANEAN COAST OF THE IBERIAN PENINSULA. A MALE SPECIMEN COLLECTED FROM THE SABELLARIA-REEF LOCATED IN BELINHO ALLOWED AN UPDATE TO THE KNOWN DISTRIBUTION OF C. SANTOSROSAI, THUS ALTERING ITS PREVIOUS STATUS AS AN ENDEMIC MEDITERRANEAN SPECIES. THE MOST COMMON SPECIES COLLECTED DURING THE STUDY WERE MICRODEUTOPUS CHELIFER (N = 1828), JASSA OCIA (N = 1426), AND HYALE STEBBINGI (N = 452). FORTY-THREE PERCENT OF THE TOTAL RECORDED SPECIES WERE ENCOUNTERED IN BOTH STUDY SITES, WHEREAS THE REMAINING 57 \% WERE RESTRICTED TO A SINGLE SITE (BELINHO). THE MAJORITY OF THE COLLECTED SPECIES (93 \%) SHOWED AN ATLANTIC-MEDITERRANEAN DISTRIBUTION, CONFIRMING THE CLOSE AFFINITY BETWEEN EASTERN ATLANTIC AND MEDITERRANEAN AMPHIPOD ASSEMBLAGES AND THE ROLE OF THE PORTUGUESE COAST AS A TRANSITION ZONE THROUGH WHICH NUMEROUS WARM-WATER SPECIES, COMING FROM NORTH AFRICA AND THE MEDITERRANEAN SEA, COULD ENTER INTO THE ATLANTIC AND POSSIBLY GET MIXED WITH SPECIES COMING FROM THE NORTH SEA AND THE ARCTIC, TYPICALLY HAVING AFFINITY FOR COLDER WATERS."
65,"Darren","not vetted",NA,"not vetted",65,"PEREIRA F G;DE F M;VIEIRA W;DE M G;GUEDES T;FRANCA F",2021,"THE SNAKE FAUNA OF THE MOST THREATENED REGION OF THE ATLANTIC FOREST NATURAL HISTORY DISTRIBUTION SPECIES RICHNESS AND A COMPLEMENT TO THE ATLAS OF BRAZILIAN","ETHNOBIOLOGY AND CONSERVATION","10",NA,NA,"10.15451/ec2021-11-10.38-1-48","THE ATLANTIC FOREST IS ONE OF THE RICHEST TROPICAL FORESTS IN THE WORLD, WITH A HIGH ENDEMISM RATE OF VERTEBRATES, INCLUDING SEVERAL SNAKES. THE SNAKE FAUNA OF THE ATLANTIC FOREST IS RICH AND COMPLEX, PRESENTING DIFFERENCES IN FAUNA COMPOSITION ALONG ITS EXTENSION. THE EXISTENCE OF AT LEAST FOUR ENDEMISM CENTERS ALONG THIS FOREST IS WELL DOCUMENTED AND SUPPORTED BY DATA OF VERTEBRATES, INVERTEBRATES AND PLANTS. THE PERNAMBUCO ENDEMISM CENTER (PEC) IS THE MOST SEPTENTRIONAL REGION OF THE ATLANTIC FOREST, AND IT CONTACTS AREAS WITH TRANSITIONAL FORESTS AND ARID LANDSCAPES (CAATINGA) WHICH ALONG WITH ALTITUDINAL VARIATION ENABLE A UNIQUE SNAKE FAUNA FOR THIS REGION. IN THIS STUDY WE PROVIDE: (I) AN UPDATED LIST OF SPECIES, DETAILED INFORMATION ABOUT NATURAL HISTORY, AS WELL AS A DETAILED GEOGRAPHIC DISTRIBUTION FOR ALL SPECIES RECORDED IN THE PEC; (II) A COMPARISON BETWEEN THE SNAKE FAUNA OF THE PEC WITH OTHER REGIONS OF THE ATLANTIC FOREST. THE SNAKE FAUNA OF THE PEC IS COMPOSED BY 86 SPECIES OF 8 FAMILIES. THE RESULTS SHOWED THAT MOST OF THE SPECIES RECORDED IN THE PEC ARE DISTRIBUTED CLOSE TO THE COAST, PROBABLY DUE TO THE PROXIMITY OF THE RESEARCH CENTERS, BUT ALSO DUE TO THE PRESENT DISTRIBUTION OF THE REMNANTS CLOSE TO THE COAST. THE FOREST REMNANTS IN THE HIGHLANDS (BREJOS DE ALTITUDE) HARBORS A HIGH DIVERSITY OF SPECIES WITH HIGH SIMILARITY WITH THE COASTAL FORESTS. WE FOUND A STRONG SEPARATION BETWEEN THE SNAKE FAUNA OF ASSEMBLAGES LOCATED IN SOUTHWESTERN AND NORTHEASTERN BRAZIL, INDICATING CLEAR CHARACTERISTICS OF THE SNAKE FAUNA OF THE PEC."
67,"Darren","not vetted",NA,"not vetted",67,"CARVALHO-ROEL C;MARCAL J O",2021,"ASSESSING THE RELATIVE IMPACTS OF ROADKILL AND NEST POACHING ON THE POPULATION VIABILITY OF THE BLUEANDYELLOW MACAW ARA ARARAUNA AVES PSITTACIFORMES IN A BRAZILIAN NATIONAL PARK","DIVERSITY-BASEL","13",NA,NA,"10.3390/d13120652","THE BLUE-AND-YELLOW MACAW (ARA ARARAUNA) IS SUFFERING FROM HIGHER ROADKILL RATES (RK) AT THE EMAS NATIONAL PARK (ENP), AN IMPORTANT BRAZILIAN NATIONAL PARK IN THE CERRADO BIOME. THIS SPECIES IS ALSO A VICTIM OF NEST POACHING FOR ILLEGAL TRADE. WE MODELED THE BLUE-AND-YELLOW MACAW POPULATION'S VIABILITY IN ENP AND HOW THIS VIABILITY IS AFFECTED BY ROADKILL AND NEST POACHING. WE HEREBY REPORT THAT THE SPECIES IS CRITICALLY AT RISK AND COULD BE EXTINCT IN ABOUT A DECADE WHEN CONSIDERING BOTH THREATS. WITHOUT CONSIDERING ANY THREAT, 150 INDIVIDUALS ARE NECESSARY TO MAINTAIN A VIABLE POPULATION. WHEN INDIVIDUALS ARE HARVESTED AT A ROADKILL RATE OF 0.008 INDIVIDUALS/KM/YEAR AND AT TWICE THIS LEVEL, THE VIABILITY FIGURES INCREASE TO 4500 AND 7500 BIRDS, RESPECTIVELY. FOR NEST POACHING, WE ESTIMATED THAT 2000 INDIVIDUALS ARE REQUIRED TO MAINTAIN A VIABLE POPULATION. WHEN BOTH THREATS ARE PRESENT, 5000 INDIVIDUALS ARE NECESSARY. THE DYNAMICS OF THE POPULATION ARE HIGHLY SENSITIVE TO THE AGE AT WHICH FEMALES REPRODUCE FOR THE FIRST TIME AND THE PROPORTION OF REPRODUCING ADULT FEMALES, FOLLOWED BY THE RATE OF ADULT SURVIVAL. OUR MODEL DEMONSTRATES HOW EVEN A NON-THREATENED HIGHLY MOBILE SPECIES, SUCH AS THE BLUE-AND-YELLOW MACAW, MAY BE AT RISK DUE TO HUMAN ACTIVITIES."
69,"Darren","not vetted",NA,"not vetted",69,"BOHLING J;SMALL M;VON B J;LOUDEN A;DEHAAN P",2019,"COMPARING INFERENCES DERIVED FROM MICROSATELLITE AND RADSEQ DATASETS A CASE STUDY INVOLVING THREATENED BULL TROUT","CONSERVATION GENETICS","20","329-342","329-342","10.1007/s10592-018-1134-z","TECHNOLOGICAL ADVANCEMENTS HAVE ALLOWED GENETICISTS TO EXPLOIT AN INCREASING ARRAY OF MOLECULAR MARKERS, MANY OF WHICH HAVE DIFFERENT PROPERTIES AND MAY PROVIDE CONTRASTING INSIGHTS INTO THE EVOLUTIONARY HISTORY AND STRUCTURE OF POPULATIONS. THIS HAS IMPORTANT CONSEQUENCES FOR CONSERVATION MANAGERS ATTEMPTING TO IDENTIFY UNITS AT WHICH TO CONSERVE INTRASPECIFIC DIVERSITY. IN THIS STUDY WE COMPARED THE INFERENCES DERIVED FROM NUCLEAR MICROSATELLITES AND RESTRICTION-SITE ASSOCIATED DNA (RADSEQ) DATA FOR A THREATENED FRESHWATER FISH, THE BULL TROUT SALVELINUS CONFLUENTUS. FOR BOTH MARKER TYPES WE GENERATED DATA FOR THE SAME SUITE OF INDIVIDUALS COLLECTED FROM 24 POPULATIONS DISTRIBUTED ACROSS THE SPECIES RANGE. THE RADSEQ DATA WERE LOW COVERAGE (MEAN SITE COVERAGE<3X), SO WE IMPLEMENTED A PROBABILISTIC GENOTYPING APPROACH. WE PERFORMED A COMPARABLE SUITE OF ANALYSES FOR BOTH DATASETS. BOTH DATASETS REVEALED SIMILAR BROAD PATTERNS OF SUBDIVISION THAT REFLECTED PRIMARY EVOLUTIONARY LINEAGES (COASTAL AND INTERIOR CLADES). HOWEVER, THE RADSEQ MORE CLEARLY AND CONSISTENTLY IDENTIFIED THE HIERARCHICAL PHYLOGENETIC STRUCTURE. SOME POPULATIONS HAD VARYING ASSIGNMENTS TO THESE LINEAGES DEPENDING ON THE DATASET. RADSEQ DATA ALSO SUGGESTED ADMIXTURE HAS SHAPED THE GENOMIC CHARACTER OF SEVERAL POPULATIONS. SUCH A SIGNAL WAS NOT APPARENT WITH THE MICROSATELLITES, SUGGESTING THAT THE DATASETS ARE REVEALING DIFFERENT ASPECTS OF POPULATION HISTORY. OUR STUDY PROVIDES A VALUABLE CASE STUDY IN HOW ADVANCES IN MOLECULAR TECHNOLOGY CAN ENHANCE OUR UNDERSTANDING OF A RELATIVELY WELL-STUDIED SPECIES. IT ALSO UNDERSCORES THE IMPORTANCE OF FRAMING FINDINGS GENERATED WITH HIGH-THROUGHPUT SEQUENCING TECHNOLOGY WITHIN THE CONTEXT OF PAST RESEARCH TO ENHANCE CONSERVATION DECISION MAKING."
71,"Darren","not vetted",NA,"not vetted",71,"MCGOWAN P;OWENS L;GRAINGER M",2012,"GALLIFORMES SCIENCE AND SPECIES EXTINCTIONS WHAT WE KNOW AND WHAT WE NEED TO KNOW","ANIMAL BIODIVERSITY AND CONSERVATION","35","321-331","321-331",NA,"GALLIFORMES SCIENCE AND SPECIES EXTINCTIONS: WHAT WE KNOW AND WHAT WE NEED TO KNOW.-IN EARLY 2010, THE 193 PARTIES THAT HAD SIGNED UP TO THE CONVENTION ON BIOLOGICAL DIVERSITY ALL ACKNOWLEDGED THAT THEY HAD FAILED TO MEET THE TARGET THAT THEY HAD SET THEMSELVES IN 1992 OF SIGNIFICANTLY REDUCING SPECIES EXTINCTIONS BY 2010. AT THE END OF THE YEAR THEY SET A NEW AND MORE AMBITIOUS TARGET OF PREVENTING SPECIES EXTINCTIONS BY 2020. ACHIEVING THAT TARGET WILL REQUIRE MUCH GREATER EFFICIENCY IN THE USE OF RESOURCES AND RESEARCH HAS A VERY SIGNIFICANT ROLE TO PLAY IN MAKING THIS HAPPEN. THERE ARE 290 SPECIES OF GALLIFORMES OF WHICH 26\% ARE CONSIDERED AT RISK OF EXTINCTION, COMPARED WITH 12\% OF ALL 10,000 BIRD SPECIES. AT THE SAME TIME THERE IS SIGNIFICANT RESEARCH LITERATURE ON THE GROUP THAT STRETCHES BACK DECADES FOR SOME SPECIES. IT IS TIMELY, THEREFORE, TO CONSIDER WHETHER IT IS POSSIBLE TO INCREASE THE EFFICIENCY AND GLOBAL IMPACT OF GAMEBIRD RESEARCH SO THAT, WITH CAREFUL PLANNING THAT INVOLVES MORE STRATEGIC DIRECTION AND SHARING OF LESSONS LEARNT, GAME BIOLOGISTS CAN PLAY A SIGNIFICANT ROLE IN ACHIEVING THE 2020 TARGET FOR SPECIES ADOPTED BY THE CONVENTION ON BIOLOGICAL DIVERSITY. SPECIFIC AREAS IN NEED OF THIS LESSON SHARING APPROACH ARE POPULATION ESTIMATION AND THREAT ASSESSMENT, ANALYSIS OF EXPLOITATION AND DETERMINING THE ECOLOGICAL BASIS OF SUCCESSFUL INTERVENTIONS."
