"STUDY_ID","REVIEWERS","INCLUDE","REVIEWERS","INCLUDE","STUDY_ID","AUTHORS","YEAR","TITLE","JOURNAL","VOLUME","LPAGES","UPAGES","DOI","ABSTRACT"
40,"noone","not vetted",NA,"not vetted",40,"VIRGINIA B M;MARINO A;VICTORIA R M;PAZOS G;BALDI R",2012,"RESPONSE OF GUANACOS LAMA GUANICOE TO CHANGES IN LAND MANAGEMENT IN PENINSULA VALDES ARGENTINE PATAGONIA CONSERVATION IMPLICATIONS","ORYX","46","99-105","99-105","10.1017/S0030605311000214","THE GUANACO LAMA GUANICOE WAS THE ONLY LARGE NATIVE HERBIVORE WIDELY DISTRIBUTED ACROSS PATAGONIA UNTIL THE INTRODUCTION OF DOMESTIC SHEEP OVIS ARIES. GUANACOS HAVE DECLINED BECAUSE OF COMPETITION WITH SHEEP FOR FORAGE, HIGH HUNTING PRESSURE AND HABITAT DEGRADATION. PENINSULA VALDES IS A PROTECTED AREA WHERE SHEEP RANCHING IS THE PREDOMINANT ACTIVITY. A RANCH FORMERLY DEDICATED TO SHEEP PRODUCTION WAS CONVERTED INTO A PRIVATE WILDLIFE RESERVE, FROM WHICH ALL THE SHEEP WERE REMOVED IN 2005. WE STUDIED CHANGES IN GUANACO ABUNDANCE INSIDE AND OUTSIDE THE RESERVE AFTER SHEEP REMOVAL, AND ALSO PLANT COVER OF VARIOUS VEGETATION TYPES. WE FOUND THAT GUANACO ABUNDANCE WAS HIGHER INSIDE THAN OUTSIDE THE RESERVE, AND INCREASED BY THREE-FOLD WITHIN 3 YEARS. TOTAL PLANT COVER AND GRASS COVER WERE HIGHER INSIDE THAN OUTSIDE THE RESERVE. OUR RESULTS SHOWED THAT GUANACOS REACTED RAPIDLY TO CHANGES IN MANAGEMENT, AND SUGGEST THAT EVEN AT A HIGH DENSITY GUANACOS WOULD NOT BE AS DAMAGING TO THE VEGETATION AS SHEEP. ALTHOUGH MANAGEMENT CHANGES RESULTED IN SIGNIFICANT CHANGES IN GUANACO ABUNDANCE LOCALLY, THE SIZE OF A PROTECTED AREA INFLUENCES THE PERSISTENCE OF WILD POPULATIONS. A LARGE HERBIVORE SUCH AS THE GUANACO NEEDS TO BE MANAGED ACROSS LARGE AREAS. WE BELIEVE IT IS NECESSARY TO IMPLEMENT A MANAGEMENT PLAN FOR PENINSULA VALDES THAT ALLOWS FOR THE COEXISTENCE OF SUSTAINABLE"
44,"noone","not vetted",NA,"not vetted",44,"GONG M;FAN Z;ZHANG X;LIU G;WEN W;ZHANG L",2017,"MEASURING THE EFFECTIVENESS OF PROTECTED AREA MANAGEMENT BY COMPARING HABITAT UTILIZATION AND THREAT DYNAMICS","BIOLOGICAL CONSERVATION","210","253-260","253-260","10.1016/j.biocon.2017.04.027","THE CONSERVATION OUTCOMES OF A PROTECTED AREA DEPEND ON MANAGEMENT ACTIONS. THE EFFECTIVENESS OF PROTECTED AREA MANAGEMENT REMAINS A CONCERN FOR DONORS AND POLICY-MAKERS. HOWEVER, VERY FEW FEASIBLE METHODS ASSESSING THE ABILITY AND PERFORMANCE OF MANAGEMENT TEAMS HAVE BEEN DEVELOPED. BEHAVIORAL SHIFTS IN HABITAT USAGE, DIRECT AND SENSITIVE WILDLIFE RESPONSES TO THREATS, HAVE BEEN IGNORED IN THE EVALUATION OF PROTECTED AREA MANAGEMENT. TO ADDRESS THE TECHNICAL LIMITATIONS, WE DEVELOPED A METHOD THAT USES THE BEHAVIORAL DYNAMICS OF TARGET SPECIES AS INDICATORS OF THE EFFICACY OF THREAT REDUCTION, CONTROL, AND OVERALL MANAGEMENT EFFORT. BY COMPARING WILDLIFE BEHAVIOR WITH THREAT AVOIDANCE DISTANCES AND PATTERNS WE CAN EXAMINE THREAT MITIGATION EFFICACY AS A PROXY FOR OVERALL RESERVE MANAGEMENT EFFECTIVENESS. USING EVIDENCE OF GIANT PANDA HABITAT UTILIZATION IN ELEVEN RESERVES ACROSS QINLING MOUNTAINS FROM 2000 TO 2012, WE BUILT A MODEL OF BEHAVIOR BASED ON THE AVOIDANCE OF FOUR TYPES OF ANTHROPOGENIC THREAT. WE STRATIFIED THE ELEVEN RESERVES INTO FIVE EFFICACIES, OF WHICH CHANGQING RESERVE WAS DEEMED TO HAVE THE HIGHEST MANAGEMENT EFFECTIVENESS. OUR APPROACH WAS VALIDATED AND SUPPORTED BY CHANGES IN SUITABLE HABITAT AND POPULATION SIZE ACROSS RESERVES. FOCUSING ON THE END RESULT OF ALL THREATS AND MANAGEMENT EFFORT MEANS THAT OUR FRAMEWORK IS STRAIGHTFORWARD FOR RESERVE STAFF TO IMPLEMENT, PRODUCES EASILY INTERPRETED RESULTS, AND IS WORTHY OF APPLICATION. THIS STUDY HIGHLIGHTS THE VALUE OF BEHAVIORAL DYNAMICS WHEN MAKING A FULL AND SCIENTIFIC ASSESSMENT OF THE EFFECTIVENESS OF PROTECTED AREA MANAGEMENT, AND HELPS INVESTORS AND POLICY-MAKERS REALIZE THE EFFICACY OF CONSERVATION INPUTS."
45,"noone","not vetted",NA,"not vetted",45,"SILLA A;ROBERTS J;BYRNE P",2020,"THE EFFECT OF INJECTION AND TOPICAL APPLICATION OF HCG AND GNRH AGONIST TO INDUCE SPERMRELEASE IN THE ROSEATE FROG GEOCRINIA ROSEA","CONSERVATION PHYSIOLOGY","8",NA,NA,"10.1093/conphys/coaa104","REPRODUCTIVE TECHNOLOGIES MAY ASSIST AMPHIBIAN CONSERVATION BREEDING PROGRAMS (CBPS) TO ACHIEVE PROPAGATION TARGETS AND GENETIC MANAGEMENT GOALS. HOWEVER, A TRIAL-AND-ERROR APPROACH TO PROTOCOL REFINEMENT HAS LED TO FEW AMPHIBIAN CBPS ROUTINELY EMPLOYING REPRODUCTIVE TECHNOLOGIES WITH PREDICTABLE OUTCOMES. ADDITIONALLY, WHILE INJECTIONS CAN BE SAFELY ADMINISTERED TO AMPHIBIANS, PERCEIVED ANIMAL WELFARE RISKS, SUCH AS INJURY AND DISEASE TRANSMISSION, WARRANT THE DEVELOPMENT OF ALTERNATIVE HORMONE ADMINISTRATION PROTOCOLS. THE PRESENT STUDY INVESTIGATED THE SPERMIATION RESPONSE OF ROSEATE FROGS, GEOCRINIA ROSEA, ADMINISTERED VARIOUS DOSES OF HUMAN CHORIONIC GONADOTROPIN (HCG) AND GONADOTROPIN-RELEASING HORMONE AGONIST (GNRH-A) VIA SUBCUTANEOUS INJECTION. THIS STUDY ALSO QUANTIFIED THE SPERMIATION RESPONSE OF FROGS ADMINISTERED BOTH HORMONES VIA TOPICAL APPLICATION. TOTAL SPERM, SPERM CONCENTRATION AND SPERM VIABILITY WERE ASSESSED OVER A 12-H PERIOD POST HORMONE ADMINISTRATION. MALES RELEASED SPERM IN RESPONSE TO THE INJECTION OF HCG (88-100\% RESPONSE; 5, 10 OR 20 IU), BUT ALL SAMPLES COLLECTED FROM MALES ADMINISTERED HCG TOPICALLY (100, 100 + DMSO OR 200 IU HCG) WERE ASPERMIC. IN CONTRAST, MALES CONSISTENTLY RELEASED SPERM IN RESPONSE TO BOTH THE INJECTION (100\% RESPONSE; 1, 5 OR 10 MU G), OR TOPICAL APPLICATION (80-100\% RESPONSE; 50, 50 + DMSO OR 100 MU G) OF GNRH-A. OVERALL, THE ADMINISTRATION OF GNRH-A WAS MORE EFFECTIVE AT INDUCING SPERMIATION THAN HCG. MEAN TOTAL SPERM AND SPERM CONCENTRATION WERE HIGHEST IN RESPONSE TO THE OPTIMAL TOPICALLY APPLIED DOSE OF 100 MU G GNRH-A (MEAN TOTAL SPERM= 2.44X10(3), SPERM CONCENTRATION= 1.48X10(5) SPERM/ML). WE PROVIDE NOVEL EVIDENCE THAT TOPICAL APPLICATION PROVIDES A VIABLE ALTERNATIVE TO INJECTION FOR THE ADMINISTRATION OF GNRH-A TO INDUCE SPERMIATION IN AMPHIBIANS."
46,"noone","not vetted",NA,"not vetted",46,"MARTINI E;SCHILLER W",2017,"CONTRIBUTION TO THE BIODIVERSITY OF THE LOWER FRANKFURT FORMATION MIOCENE IN THE HANAU BASIN GERMANY A NEW HYMENOMONAS CALCAREOUS NANNOPLANKTON AND A NEW SCRIPPSIELLA DINOFLAGELLATE SPECIES","PALAEOBIODIVERSITY AND PALAEOENVIRONMENTS","97","687-701","687-701","10.1007/s12549-017-0290-3","FINE-GRAINED CALCAREOUS SEDIMENTS OFTEN CONTAIN MASS OCCURRENCES OF WELL-PRESERVED MICRO- AND NANNOFOSSILS, PROVIDING A WIDE RANGE FOR BIODIVERSITY STUDIES AND ENABLE TO ESTABLISH INDEX-FOSSILS. IN OUR RESEARCH, WE DEPICTED VERY TINY NANNOFOSSILS WHICH MIGHT BE EASILY OVERLOOKED. TWO NEW SPECIES HYMENOMONAS KELLERI (CALCAREOUS NANNOPLANKTON) AND SCRIPPSIELLA FRANCOFURTANA (DINOFLAGELLATE, CALCAREOUS RESTING STAGE) ARE DESCRIBED, REPRESENTING ECOLOGICALLY IMPORTANT FORMS. THEIR STRATIGRAPHIC OCCURRENCE IS DOCUMENTED FROM THE LOWER PART OF THE FRANKFURT FORMATION (MIOCENE, UPPER HYDROBIA BEDS). THE COLLECTED SEDIMENT SAMPLES WERE TAKEN FROM THE TEMPORARY EXCAVATION SITE ``WESTENDDUO'' TOWER IN THE CITY OF FRANKFURT/MAIN, GERMANY. BOTH EXTREMELY SMALL SPECIES SHOW EXCEPTIONALLY FINE STRUCTURES AND ONLY SLIGHT SIGNS OF DIAGENESIS. THEIR ASSOCIATION WITH REMAINS OF FURTHER DINOFLAGELLATES AND OTHER SPECIES OF ALGAE (S. FRANCOFURTANA TOGETHER WITH A MASS OCCURRENCE OF THE CALCAREOUS NANNOPLANKTON SPECIES COCCOLITHUS PELAGICUS) AS WELL AS STROMATOLITHS, SHELLS OF GASTROPODS (HYDROBIA SPECIES) AND SKELETONS OF FISHES (GOBIUS SPECIES) GIVES HINTS TO A HIGHLY DIVERSED FORMER BIOCOENOSIS AND TO A CHARACTERISTIC MIOCENE THANATOCOENOSIS. FURTHERMORE, A NEW MASS OCCURRENCE OF NANNOPLANKTON NAMED LAYER +21 IS DESCRIBED."
48,"noone","not vetted",NA,"not vetted",48,"AHMAD F;NAWAZ M;SALIM M;REHAN M;FARHADINIA M;BOSSO L;KABIR M",2022,"PATTERNS OF SPATIAL DISTRIBUTION DIEL ACTIVITY AND HUMANBEAR CONFLICT OF URSUS THIBETANUS IN THE HINDU KUSH MOUNTAINS PAKISTAN","GLOBAL ECOLOGY AND CONSERVATION","37",NA,NA,"10.1016/j.gecco.2022.e02145","THE ASIATIC BLACK BEAR (URSUS THIBETANUS) IS AN ELUSIVE MAMMAL AND ITS CONSERVATION IS CURRENTLY A CHALLENGE IN PAKISTAN DUE TO THE NEGATIVE INTERACTION WITH HUMAN COMMUNITIES AND HABITAT FRAGMENTATION. WE INVESTIGATED THE DISTRIBUTION, ACTIVITY PATTERN AND HUMAN-BEAR CONFLICT OF THE ASIATIC BLACK BEAR IN THE HINDU KUSH, A MAJOR MOUNTAINS SYSTEM IN PAKISTAN. OUR STUDY WAS CONDUCTED FROM OCTOBER 2020 TO DECEMBER 2020 IN THE BAHRAIN VALLEY, PLACED IN THE SOUTHEASTERN AREA OF THE HINDU KUSH. WE FIRSTLY CARRIED OUT A PRELIMINARY SIGN SURVEY FOR THE BEAR'S PRESENCE AND, THEN, WE INSTALLED AN INFRARED SENSOR CAMERA TRAPS IN THE POTENTIAL SUITABLE HABITAT FOR THE BEAR, 23 LOCATIONS FOR 152 TRAP NIGHTS, TO MONITOR ITS ACTIVITY. FURTHERMORE, TO UNDERSTAND HUMAN-BEAR CONFLICT, A QUESTIONNAIRE SURVEY WAS SUBMITTED TO 107 LOCAL PEOPLE LIVING IN THE BEAR'S HABITAT. THE ASIATIC BLACK BEAR WAS PHOTOGRAPHED IN 12 CAMERA STATIONS WITH 60 DIFFERENT CAPTURE EVENTS. WE OBTAINED A TRAP SUCCESS PERCENT OF 64.8\% BETWEEN 2,100 M - 2,400 M ABOVE THE SEA LEVEL WHILE THE TOTAL TRAP SUCCESS CALCULATED FOR THE WHOLE CAMERA TRAPPING SURVEY OF THE BEARS WAS 39.5\%. THE BEARS SHOWED A BIMODAL ACTIVITY PATTERN WITH PEAKS JUST AFTER SUNSET AND DURING THE NIGHT (88\% OF OBSERVATIONS FROM 00:00 TO 06:00 AND 18:00 TO 24:00). WE OBSERVED THAT THE FEMALE AND MALE BEARS AND THEIR PUPPIES WERE NOT HIBERNATING IN SUBZERO TEMPERATURES UNTIL DECEMBER. LOCAL COMMUNITIES HAD CONCERNS OVER LIVESTOCK AND CROPS LOSSES IN THE AREA. OUR FINDINGS SHOWED ONCE AGAIN THAT THE ASIATIC BLACK BEAR URGENTLY NEEDS EFFECTIVE MANAGEMENT PLANS TO GUARANTEE ITS CONSERVATION IN PAKISTAN."
50,"noone","not vetted",NA,"not vetted",50,"BLUMGART D;BOTHAM M;MENENDEZ R;BELL J",2022,"MOTH DECLINES ARE MOST SEVERE IN BROADLEAF WOODLANDS DESPITE A NET GAIN IN HABITAT AVAILABILITY","INSECT CONSERVATION AND DIVERSITY","15","496-509","496-509","10.1111/icad.12578","WHILE AGRICULTURAL INTENSIFICATION AND HABITAT LOSS ARE CITED AS KEY DRIVERS OF MOTH DECLINE, THESE ALONE CANNOT EXPLAIN DECLINES OBSERVED IN UK WOODLANDS - A HABITAT THAT HAS EXPANDED IN AREA SINCE 1968. WE QUANTIFIED HOW MOTH COMMUNITIES CHANGED ACROSS HABITATS AND REGIONS AND DETERMINED HOW SPECIES TRAITS INTERACTED WITH HABITAT IN PREDICTING MOTH ABUNDANCE CHANGE. WE HYPOTHESISED THAT, IN WOODLANDS, SPECIES MORE VULNERABLE TO SHADING AND BROWSING BY DEER (SPECIES SPECIALISING ON FORBS, SHRUBS AND SHADE-INTOLERANT PLANTS) HAD DECLINED MORE SEVERELY THAN OTHER SPECIES, AND THAT MOTH DECLINE IN WOODLANDS WAS MORE SEVERE AT SITES MORE SUSCEPTIBLE TO DEER DAMAGE. WE MODELLED ABUNDANCE, BIOMASS, SPECIES RICHNESS AND DIVERSITY FROM 1968 TO 2016 AND EXPLORED HOW THESE INTERACTED WITH HABITAT AND REGION. WE ALSO MODELLED THE INTERACTION BETWEEN HABITAT AND TWO MOTH SPECIES TRAITS: LARVAL FEEDING GUILD AND SHADE-TOLERANCE OF HOSTPLANT. MOTH DECLINES WERE CONSISTENTLY HIGHEST IN BROADLEAF WOODLAND. ABUNDANCE, BIOMASS, SPECIES RICHNESS AND DIVERSITY DECLINED SIGNIFICANTLY BY -51\%, -52\%, -14\% AND -15\% IN WOODLANDS, RESPECTIVELY, COMPARED TO NATIONAL TRENDS OF -34\%, -39\%, -1\% (NON-SIGNIFICANT) AND +10\%. DECLINES WERE NO GREATER IN WOODLANDS MORE SUSCEPTIBLE TO DEER BROWSING DAMAGE. TRAITS BASED ANALYSIS FOUND NO EVIDENCE THAT SHADING AND INTENSIVE BROWSING BY DEER EXPLAINED MOTH DECLINES IN WOODLAND. MOTH DECLINE WAS MORE SEVERE IN BROADLEAF WOODLANDS THAN IN INTENSIVELY MANAGED FARMLANDS. WE FOUND NO EVIDENCE THAT DEER BROWSING OR INCREASED SHADING HAS DRIVEN THESE TRENDS: THE PRIMARY CAUSE OF THE DECLINE OF MOTHS IN WOODLANDS REMAINS UNCLEAR."
53,"noone","not vetted",NA,"not vetted",53,"SCROSATI R;VAN G B;HEAVEN C",2011,"SPECIES RICHNESS AND DIVERSITY IN DIFFERENT FUNCTIONAL GROUPS ACROSS ENVIRONMENTAL STRESS GRADIENTS A MODEL FOR MARINE ROCKY SHORES","ECOGRAPHY","34","151-161","151-161","10.1111/j.1600-0587.2010.06119.x","WE PRESENT A MODEL PREDICTING HOW THE SPECIES RICHNESS AND DIVERSITY WITHIN BENTHIC FUNCTIONAL GROUPS SHOULD VARY ACROSS THE FULL ENVIRONMENTAL STRESS GRADIENT ACROSS WHICH A REGIONAL BIOTA FROM MARINE ROCKY SHORES CAN OCCUR. BUILT UPON PREVIOUS MODELS, OUR MODEL MAKES PREDICTIONS FOR SESSILE SPECIES (MACROALGAE AND FILTER FEEDERS), HERBIVORES, AND CARNIVORES. WE TESTED SOME OF ITS PREDICTIONS BY SURVEYING VERTICAL (INTERTIDAL ELEVATION) AND HORIZONTAL (WAVE EXPOSURE AND ICE SCOUR) STRESS GRADIENTS IN NORTHERN NOVA SCOTIA, CANADA. BECAUSE OF HARSH WINTER CONDITIONS, THESE COASTS ONLY DEPICT APPROXIMATELY INTERMEDIATE-TO-HIGH YEARLY LEVELS OF STRESS THAT THE COLD-TEMPERATE, ROCKY INTERTIDAL BIOTA FROM THE NORTHWESTERN ATLANTIC CAN EXPERIENCE. THE OBSERVED TRENDS MATCHED PREDICTIONS FOR SESSILE SPECIES IN 75\% OF THE STUDIED GRADIENTS, AND SHOWED A MODERATE AGREEMENT FOR HERBIVORES AND CARNIVORES ONLY WHEN THEY WERE COMBINED AS MOBILE CONSUMERS. AGREEMENT MEANT THAT BOTH RICHNESS AND DIVERSITY INCREASED FROM THE MOST STRESSFUL TO THE MOST BENIGN HABITATS THAT CAN BE FOUND IN NORTHERN NOVA SCOTIA. ALSO AS PREDICTED, SESSILE SPECIES GENERALLY SHOWED A FASTER RATE OF INCREASE IN RICHNESS THAN MOBILE CONSUMERS. OUR MODEL ALSO PREDICTED A HIGHER OVERALL RICHNESS FOR SESSILE SPECIES THAN FOR MOBILE CONSUMERS, WHICH WAS TRUE BY A FACTOR OF 3. THEREFORE, OUR MODEL MAY CONSTITUTE A USEFUL TOOL TO UNDERSTANDING COMMUNITY COMPOSITION AS A FUNCTION OF ABIOTIC STRESS, WHICH MAY IN TURN FACILITATE STUDIES ON COMMUNITY FUNCTIONING. MODEL PREDICTIONS FOR LOWER STRESS RANGES COULD BE TESTED ON MORE SOUTHERN SHORES WHERE THE SAME REGIONAL BIOTA OCCURS."
54,"noone","not vetted",NA,"not vetted",54,"LE F M;DEMPSTER T;SHELLEY J;DAVIS A;SWEARER S",2021,"RANGE RESTRICTION LEADS TO NARROWER ECOLOGICAL NICHES AND GREATER EXTINCTION RISK IN AUSTRALIAN FRESHWATER FISH","BIODIVERSITY AND CONSERVATION","30","2955-2976","2955-2976","10.1007/s10531-021-02229-0","HUMAN-INDUCED ENVIRONMENTAL CHANGES ARE ACCELERATING BIODIVERSITY LOSS. IDENTIFYING WHICH LIFE-HISTORY TRAITS INCREASE EXTINCTION RISK IS IMPORTANT TO INFORM PROACTIVE CONSERVATION. WHILE GEOGRAPHICALLY OR NUMERICALLY RARE SPECIES ARE TYPICALLY MORE VULNERABLE, ECOLOGICAL SPECIALIZATION MAY ALSO INCREASE EXTINCTION RISK PARTICULARLY WHEN ASSOCIATED WITH RARITY. WE INVESTIGATE WHETHER REGIONALLY ENDEMIC FRESHWATER FISHES HAVE MORE SPECIALIZED DIETS AND HABITAT REQUIREMENTS THAN MORE WIDELY DISTRIBUTED, CLOSELY RELATED SPECIES. WE THEN USE THIS INFORMATION TO ASSESS EXTINCTION RISK. USING CLOSELY-RELATED WIDESPREAD AND ENDEMIC CONGENERIC PAIRINGS FROM THE KIMBERLEY REGION OF NORTH-WESTERN AUSTRALIA, WE INVESTIGATE WHETHER THERE ARE ONTOGENETIC DIET SHIFTS IN 13 SPECIES AND IF SOME OF THESE ONTOGENETIC TROPHIC UNITS (OTUS) HAVE NARROW DIETARY NICHES. USING QUALITATIVE MEASURES OF HABITAT AND PRESENCE/ABSENCE DATA, WE ALSO ASSESS HABITAT SPECIALIZATION IN 32 SPECIES. OVERALL, RANGE-RESTRICTED SPECIES HAD NARROWER ECOLOGICAL NICHES. ONTOGENETIC DIET SHIFTS EXISTED IN 12 OF 13 SPECIES AND RANGE-RESTRICTED SPECIES WERE MORE SPECIALIZED FOR SOME OR ALL OF THEIR OTUS COMPARED TO THEIR WIDESPREAD CONGENERICS. ENDEMIC SPECIES HAD A HIGHER DEGREE OF VARIANCE IN HABITAT USE COMPARED TO THEIR WIDESPREAD CONGENERICS, SHOWING THEY HAD MORE SPECIALIZED HABITAT REQUIREMENTS. AS SPECIALIZATION IS LINKED TO EXTINCTION RISK, THE NARROW NICHE BREADTH OF SMALL-RANGED ENDEMIC FISHES MAKES THEM MORE VULNERABLE TO EXTINCTION THAN MORE COSMOPOLITAN SPECIES. AS MANY ENDEMICS FROM THE KIMBERLEY REGION HAVE SMALL RANGES AND/OR LOW ABUNDANCES, THEY MAY HAVE AN INCREASED RISK OF EXTINCTION. BY IDENTIFYING WHICH ENDEMIC SPECIES HAVE NARROW ECOLOGICAL NICHES, OUR STUDY PROVIDES ESSENTIAL INFORMATION FOR TARGETING PROACTIVE CONSERVATION EFFORTS."
57,"noone","not vetted",NA,"not vetted",57,"NDLOVU M;COMBRINK L",2015,"FEEDING PREFERENCES OF OXPECKERS IN KRUGER NATIONAL PARK SOUTH AFRICA","KOEDOE","57",NA,NA,"10.4102/koedoe.v57i1.1316","OXPECKERS REDUCE TICK LOADS ON UNGULATE HOSTS, BUT THEY ARE ALSO KNOWN TO FEED ON AND EXACERBATE WOUNDS. AN UNDERSTANDING OF THE FEEDING BEHAVIOURS AND HOST PREFERENCES OF THESE BIRDS IS IMPORTANT SINCE THEY SERVE AS AGENTS OF TICK CONTROL ON BOTH DOMESTIC AND WILD UNGULATES. WE CONDUCTED AN OBSERVATIONAL STUDY AT TWO SITES WITHIN THE KRUGER NATIONAL PARK IN SOUTH AFRICA, EXPLORING THE FEEDING PREFERENCES OF BOTH RED-BILLED AND YELLOW-BILLED OXPECKERS. OXPECKERS' HOST PREFERENCES, BODY-LOCATION PREFERENCES ON DIFFERENT HOSTS, PREVALENCE OF FEEDING AND NON-FEEDING BEHAVIOURS, AND FREQUENCY OF TOLERANCE VERSUS REJECTION IN DIFFERENT HOSTS WERE DETERMINED. IT WAS FOUND THAT YELLOW-BILLED OXPECKERS HAD A SMALLER RANGE OF HOSTS-TYPICALLY LARGER-SIZED UNGULATES-AND THAT RED-BILLED OXPECKERS DIVERSIFY TO SMALLERSIZED UNGULATE HOSTS WHEN IN COMPETITION WITH YELLOW-BILLED OXPECKERS. BODY-LOCATION PREFERENCES WERE GENERALLY CONSISTENT ACROSS SITES AND ACROSS HOST SPECIES. TICK FEEDING AND OTHER HOST-FEEDING BEHAVIOURS (AROUND THE EYES, NOSE, MOUTH AND EARS, AND ANOGENITAL AREAS) WERE FAIRLY COMMON. ONLY SIX INCIDENTS OF WOUND FEEDING, FROM A TOTAL OF 855 OBSERVATIONS, WERE RECORDED. TOLERANCE BY AN UNGULATE HOST SPECIES WAS NOT RELATED TO OXPECKERS' HOST PREFERENCES, SUGGESTING THAT OTHER FACTORS SUCH AS UNGULATE BODY SIZE, TICK SPECIES AND TICK STAGES ON THE HOST ANIMAL MAY PLAY A SIGNIFICANT ROLE IN THE FEEDING PREFERENCES OF OXPECKERS. CONSERVATION IMPLICATIONS: IT IS IMPORTANT TO STUDY OXPECKERS' BEHAVIOURAL FEEDING PREFERENCESYSOYASYTO BETTER UNDERSTAND THEIR ECOLOGY AND PRESENT DISTRIBUTION, AND TO DETERMINE WHERE THEY CAN BE REINTRODUCED IN FUTURE. REINTRODUCTION NOT ONLY HELPS WITH THE PROLIFERATION OF OXPECKERS, BUT ALSO BENEFITS UNGULATE HOSTS THROUGH ECTOPARASITE REMOVAL AND THE SUBSEQUENT CONTROL OF TICK-BORNE DISEASES."
60,"noone","not vetted",NA,"not vetted",60,"CARVAJAL M;ALANIZ A;SMITH-RAMIREZ K",2018,"ASSESSING HABITAT LOSS AND FRAGMENTATION AND THEIR EFFECTS ON POPULATION VIABILITY OF FOREST SPECIALIST BIRDS LINKING BIOGEOGRAPHICAL AND POPULATION APPROACHES","DIVERSITY AND DISTRIBUTIONS","24","820-830","820-830","10.1111/ddi.12730","AIM: BIOGEOGRAPHIC APPROACHES USUALLY HAVE BEEN DEVELOPED APART FROM POPULATION ECOLOGY, RESULTING IN PREDICTIVE MODELS WITHOUT KEY PARAMETERS NEEDED TO ACCOUNT FOR REPRODUCTIVE AND BEHAVIOURAL LIMITATIONS ON DISPERSAL. OUR AIM WAS TO INCORPORATE FULLY SPATIALLY EXPLICIT POPULATION TRAITS INTO A CLASSIC SPECIES DISTRIBUTION MODEL (SDM) USING GEOGRAPHIC INFORMATION SYSTEMS (GIS), AIMING AT CONSERVATION PURPOSES. LOCATION: SOUTHERN SOUTH AMERICA. METHODS: OUR ANALYSIS INCORPORATES THE EFFECTS OF HABITAT LOSS AND FRAGMENTATION ON POPULATION VIABILITY AND THEREFORE PROVIDES INSIGHTS INTO HOW MUCH SPATIALLY EXPLICIT POPULATION TRAITS CAN IMPROVE THE SDM PREDICTION OF HABITABLE HABITAT. WE UTILIZED A WELL-STUDIED FOCAL ENDEMIC BIRD OF SOUTH AMERICAN TEMPERATE RAINFORESTS (SCELORCHILUS RUBECULA). FIRST, AT A LARGE SCALE, WE ASSESSED THE HISTORICAL EXTENT HABITAT BASED ON CLIMATE ENVELOPES IN AN SDM. SECOND, WE USED A LAND COVER CHANGE ANALYSIS AT A REGIONAL SCALE TO ACCOUNT FOR RECENT HABITAT LOSS AND FRAGMENTATION. THIRD, WE USED EMPIRICALLY DERIVED CRITERIA TO PREDICT POPULATION RESPONSES TO FRAGMENTED FOREST LANDSCAPES TO IDENTIFY ACTUAL LOSSES OF HABITAT AND POPULATION. THEN WE SELECTED THREE SITES OF HIGH CONSERVATION VALUE IN SOUTHERN CHILE AND APPLIED OUR POPULATION MODEL. FINALLY, WE DISCUSS THE DEGREE TO WHICH SPATIALLY EXPLICIT POPULATION TRAITS CAN IMPROVE THE SDM OUTPUT WITHOUT INTERVENING IN THE MODELLING PROCESS ITSELF. RESULTS: WE FOUND A HISTORICAL HABITAT LOSS OF 39.12\% AND AN ADDITIONAL FOREST COVER LOSS OF 3.03\% DURING 2000-2014; THE LATTER OCCURRED WITH A HIGH DEGREE OF FRAGMENTATION, REDUCING THE OVERALL ESTIMATION OF (1) CARRYING CAPACITY BY -82.4\%, -33.1\% AND -45.1\% AND (2) ESTIMATED NUMBER OF PAIRS ON VIABLE POPULATIONS BY -84.1\%, -33.0\% AND -54.6\% ON THE THREE SELECTED SITES. MAIN CONCLUSION: WE CONCLUDE THAT OUR APPROACH SHARPENED THE SDM PREDICTION ON ENVIRONMENTAL SUITABILITY BY 54.4\%, ADJUSTING THE HABITABLE AREA BY ADDING POPULATION PARAMETERS THROUGH GIS, AND ALLOWING TO INCORPORATE OTHER PHENOMENA AS FRAGMENTATION AND HABITAT LOSS."
